200	6
0	0	0
164	65	59
232	86	22
239	89	66
219	56	37
332	94	33
181	39	62
145	31	59
164	43	61
175	55	74
275	73	33
275	68	46
216	51	22
192	40	22
227	69	30
265	67	24
322	68	55
340	100	24
128	42	33
120	32	34
219	72	67
297	68	60
327	72	46
207	76	68
260	85	66
163	43	34
298	78	57
341	81	23
161	45	64
315	76	50
204	74	54
142	56	72
283	68	40
160	37	52
213	69	64
313	80	65
343	98	33
149	41	47
267	96	35
205	57	65
161	53	32
197	45	74
239	64	74
273	63	33
254	93	52
221	61	50
318	75	71
167	65	65
209	74	20
344	84	41
123	30	63
215	85	47
170	58	66
125	31	68
242	57	27
292	75	42
129	32	21
119	38	57
138	44	47
311	105	35
113	37	60
166	41	32
331	78	26
141	44	66
283	79	25
288	77	71
247	49	26
295	75	38
223	64	62
116	35	55
253	65	26
142	30	36
264	54	54
118	38	35
134	50	63
135	34	60
224	65	39
168	35	35
132	33	29
277	78	54
287	82	72
248	90	51
158	38	45
221	79	35
233	74	64
323	94	33
125	33	45
210	72	28
199	44	66
313	74	54
292	70	28
278	101	68
290	60	43
239	92	39
150	35	65
161	32	57
330	121	34
126	35	69
271	70	46
261	60	53
218	79	28
291	88	63
247	86	45
133	52	32
131	29	61
297	110	69
238	89	71
153	59	44
267	97	69
299	90	44
282	109	35
125	31	56
141	37	23
148	38	31
232	67	66
307	79	52
287	68	28
211	83	73
115	45	71
146	47	70
128	29	42
127	37	66
114	37	25
144	32	64
178	58	44
152	35	69
333	76	63
170	53	28
221	61	41
330	77	36
112	34	29
117	35	38
110	42	32
137	38	20
188	74	20
247	62	40
319	92	30
312	122	38
303	84	67
181	64	45
213	83	23
192	70	42
256	99	65
123	26	35
277	65	29
304	77	53
124	47	24
226	69	28
114	41	49
302	66	59
298	84	26
313	67	34
324	123	21
235	60	41
112	35	49
342	118	21
193	71	30
153	44	43
116	45	64
110	27	69
338	110	65
188	45	52
276	87	33
174	36	72
337	132	55
146	38	42
188	49	56
178	36	22
228	65	65
195	77	27
259	53	64
267	80	25
110	22	62
120	25	21
296	110	61
