200	8
0	0	0
179	68	68
266	56	57
147	37	44
107	27	26
127	30	59
106	27	74
257	62	39
211	44	46
241	79	42
306	92	63
171	48	53
266	63	31
343	90	68
138	30	71
260	54	40
298	111	71
159	62	65
289	100	45
262	97	70
343	96	60
312	89	42
129	44	30
162	64	58
344	72	49
232	81	35
230	67	65
324	68	21
324	68	54
324	80	42
295	106	35
227	46	38
195	42	41
298	88	45
238	82	30
307	83	46
151	36	67
237	93	57
297	91	40
140	30	34
235	75	58
249	50	46
143	47	49
316	107	30
221	81	55
258	101	52
270	86	52
265	77	62
290	95	60
138	40	60
326	103	36
303	107	70
110	31	49
306	99	54
310	121	37
275	81	46
270	87	71
212	49	55
193	75	48
265	79	27
215	54	71
188	60	61
342	134	35
169	60	30
211	47	23
244	49	32
133	46	60
286	84	51
240	72	35
142	38	31
291	105	59
156	53	74
236	52	59
299	86	61
333	130	50
222	82	52
228	57	60
136	27	68
164	48	31
223	77	57
333	106	69
261	82	20
302	101	59
257	82	66
332	96	59
311	68	21
253	86	61
247	73	51
137	29	43
157	56	63
217	79	49
304	95	65
254	98	28
119	33	22
342	124	29
218	79	40
300	85	50
309	113	26
229	59	25
242	61	24
175	49	22
235	49	34
277	83	26
312	123	59
304	108	25
120	41	74
199	73	25
169	49	68
123	47	22
222	70	22
141	29	37
215	69	44
327	113	52
125	38	21
226	82	70
270	101	35
228	53	48
213	55	41
209	52	68
212	63	39
311	113	52
157	51	27
165	61	35
277	56	69
153	46	61
292	82	74
290	79	65
244	83	37
281	61	40
285	75	73
336	124	22
184	66	29
299	87	54
317	76	40
178	55	70
266	59	73
252	60	57
240	94	55
273	61	21
110	34	38
259	80	26
190	66	47
307	81	52
242	89	45
176	49	31
340	105	25
299	102	72
224	67	24
286	89	20
141	52	49
114	37	22
308	66	36
161	59	28
295	98	46
308	71	37
312	123	25
182	61	26
157	51	34
233	68	34
140	50	63
306	64	28
108	30	36
320	72	60
142	54	72
342	119	42
250	63	27
282	89	49
235	58	28
280	82	21
106	40	24
258	94	44
196	71	57
227	90	22
249	83	56
248	59	22
267	105	73
134	47	62
129	50	35
141	47	23
230	83	41
135	35	57
288	87	36
253	76	44
259	92	39
237	58	53
315	66	42
333	70	33
128	29	52
235	77	55
197	56	43
245	95	51
201	50	34
266	95	67
245	66	21
290	71	55
134	44	27
276	89	20
274	96	24
257	72	20
174	55	28
