200	8
0	0	0
153	31	63
315	82	36
127	35	41
274	104	48
288	88	67
229	47	26
131	46	43
149	50	60
160	55	57
244	70	41
162	55	23
281	79	42
279	90	20
215	50	56
326	82	47
198	71	30
183	47	73
223	72	51
318	126	34
116	40	23
220	44	45
220	49	40
324	119	52
108	22	24
157	54	66
339	134	72
187	52	54
275	71	35
123	38	59
316	71	71
168	58	29
273	56	73
243	82	20
252	79	42
343	132	58
222	86	73
294	101	42
166	34	20
303	73	20
143	54	62
218	71	45
131	50	66
132	39	41
136	40	20
318	96	34
271	81	39
141	38	54
316	103	60
281	87	55
245	74	26
155	55	25
314	80	44
121	44	53
241	92	25
124	42	55
147	39	20
270	69	70
248	89	32
120	26	72
226	70	36
133	47	27
333	115	43
280	56	28
140	47	68
121	40	73
180	60	32
219	58	70
246	69	58
291	99	71
291	84	49
146	52	31
243	96	50
143	37	42
123	34	51
127	27	31
118	41	20
297	75	72
190	40	54
149	34	43
203	78	24
152	46	25
263	69	43
140	40	34
338	111	51
316	121	68
142	40	71
250	52	47
334	105	55
218	79	64
337	124	27
110	43	68
207	72	23
228	77	45
325	89	33
244	76	73
284	59	54
330	109	26
324	128	44
130	41	20
292	84	31
210	60	26
276	57	72
260	61	62
185	66	51
280	64	66
236	52	26
264	78	49
311	80	23
326	81	28
299	61	67
117	35	49
290	110	47
245	63	43
238	66	72
317	64	46
148	33	24
314	89	72
289	101	49
136	37	28
317	101	30
275	72	22
336	112	27
143	43	43
151	51	65
298	59	71
222	49	27
302	99	35
162	56	58
121	45	40
134	32	40
233	60	25
172	39	35
239	54	69
213	49	44
255	97	67
328	111	47
207	76	70
203	47	62
297	62	31
222	52	37
342	71	60
276	97	74
299	77	59
169	48	23
321	81	35
110	41	49
163	41	62
120	41	52
271	65	60
287	58	42
236	82	48
169	62	22
211	78	33
134	46	56
260	79	44
140	50	22
157	34	37
152	57	70
209	63	31
332	89	52
128	34	40
122	27	71
167	44	68
231	91	35
128	25	21
150	44	25
340	128	36
283	77	33
214	76	20
187	72	67
178	44	60
204	47	21
246	53	21
191	60	43
196	68	73
292	68	41
121	39	70
106	33	57
116	29	73
164	59	34
315	68	50
338	109	67
335	107	63
308	117	25
343	83	40
310	112	64
213	65	39
158	35	21
225	60	58
210	81	39
247	61	40
267	69	26
142	51	65
141	29	23
202	61	21
205	58	36
243	70	70
285	91	50
135	48	71
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	
