200	8
0	0	0
127	45	26
311	72	74
298	91	44
272	76	61
201	52	60
120	39	41
341	80	48
232	60	46
317	92	45
335	132	31
167	44	40
266	97	52
271	70	71
243	80	23
302	60	74
235	87	46
180	45	29
251	80	46
296	88	63
305	78	26
142	45	48
115	45	68
275	68	53
233	86	63
302	77	48
343	71	42
320	85	34
305	119	71
171	46	72
312	95	71
286	96	51
173	63	55
218	46	34
123	36	65
163	35	33
310	71	42
236	50	39
148	57	38
239	64	70
151	31	30
234	53	25
150	54	49
254	69	43
143	53	27
229	76	46
290	92	46
303	116	51
251	78	26
232	69	66
167	52	40
279	69	54
116	32	30
114	34	67
186	58	33
338	111	23
238	79	66
309	99	49
294	80	30
226	65	41
201	78	24
279	64	60
143	46	60
129	33	59
111	26	65
131	34	53
197	49	68
332	123	43
123	38	50
264	55	72
121	27	26
314	62	23
128	42	66
265	92	38
162	60	55
220	68	43
253	96	62
225	45	55
267	105	54
298	116	50
182	52	33
291	74	23
218	50	53
230	66	69
154	51	27
333	76	36
288	113	60
273	80	41
174	63	52
113	29	59
190	64	74
119	42	24
170	41	30
342	135	27
318	95	33
308	94	67
255	68	46
168	42	29
219	57	65
246	82	74
123	36	38
224	84	39
323	94	52
157	41	59
116	40	27
118	28	39
239	65	31
239	88	46
252	58	52
340	131	52
273	68	72
185	70	72
239	88	52
322	89	74
210	58	50
159	49	73
253	64	74
168	41	35
202	51	33
262	57	57
332	97	35
150	39	47
314	93	53
120	32	42
134	41	37
243	77	34
254	82	68
275	70	68
329	128	47
220	76	62
170	48	46
188	43	72
139	32	34
323	110	42
200	41	43
156	50	74
202	73	43
121	37	59
217	57	20
252	58	29
285	113	25
201	43	36
267	87	38
221	59	50
115	41	67
176	69	59
324	121	74
119	33	37
196	72	38
190	71	70
109	38	43
312	113	30
187	58	65
263	85	40
136	46	59
141	38	62
137	32	57
338	106	57
130	44	20
255	101	20
341	98	68
122	30	24
285	95	71
253	53	27
197	50	40
150	57	38
252	81	59
180	41	64
189	55	56
326	129	44
282	87	25
290	59	71
170	42	20
150	42	42
344	104	33
249	85	32
234	61	42
215	74	61
110	27	22
143	35	59
232	86	65
184	47	45
207	69	52
135	47	45
117	24	66
180	36	24
259	82	39
282	94	73
139	43	50
230	88	21
159	51	57
281	56	34
213	57	56
255	82	64
308	66	72
315	72	42
171	35	36
216	47	32
145	38	70
255	59	20
