200	8
0	0	0
111	40	73
288	95	71
154	37	71
303	83	63
235	79	30
298	86	25
314	98	61
120	29	40
118	45	33
145	35	24
165	41	64
341	86	48
242	75	26
257	88	58
277	70	72
177	63	22
265	67	52
197	75	37
276	84	43
340	121	55
208	44	48
297	78	38
290	109	32
137	32	28
342	97	61
162	46	53
161	59	44
181	46	20
316	105	71
127	38	35
259	77	61
323	69	38
300	106	68
181	49	23
184	65	24
297	111	47
199	43	50
224	59	33
324	70	25
116	23	42
106	25	56
144	57	70
234	55	70
298	69	50
124	33	56
212	66	69
173	51	60
279	58	33
261	55	22
228	85	46
324	129	55
136	27	28
117	40	34
336	101	33
341	132	22
218	46	33
269	103	71
176	53	74
336	109	25
152	31	23
283	101	56
249	93	50
301	91	56
310	89	32
157	44	32
134	46	53
179	36	53
257	93	48
175	42	44
135	48	67
224	46	20
314	116	21
138	39	63
281	88	34
174	40	46
341	134	71
150	34	38
132	52	74
261	102	32
317	118	69
155	42	54
132	39	68
278	61	47
317	116	63
268	95	62
169	49	68
285	61	24
233	68	39
223	77	22
151	46	64
118	31	28
108	34	35
240	79	70
181	49	45
233	91	36
264	69	70
277	99	24
225	68	61
172	47	47
280	63	71
179	53	20
150	31	41
255	65	30
320	106	53
240	52	65
149	57	34
332	105	46
230	61	61
247	56	49
139	43	48
236	52	70
167	44	22
137	36	30
328	130	39
207	64	46
153	35	42
284	110	72
206	61	52
280	109	48
263	88	35
207	68	68
222	65	25
129	46	24
300	115	23
290	115	56
181	42	61
156	54	68
154	48	54
186	64	40
167	57	63
172	53	23
183	52	25
249	97	46
328	97	45
133	37	29
156	46	46
283	84	31
315	104	35
244	83	43
108	36	74
175	57	23
223	67	36
307	117	33
198	47	43
134	35	21
279	99	40
302	92	22
230	63	43
144	38	60
115	35	29
139	51	49
162	58	21
188	46	67
333	106	34
129	40	64
175	37	30
245	85	46
275	79	45
157	61	52
333	109	46
229	62	74
107	29	62
262	91	68
330	104	56
220	84	66
161	51	46
227	74	36
214	64	27
193	46	32
163	40	22
289	65	74
314	108	50
152	41	60
259	90	24
245	93	39
324	83	70
304	84	21
198	77	40
138	43	34
299	99	30
253	83	49
318	123	47
256	59	72
323	111	25
287	74	48
194	47	49
339	74	66
343	97	21
140	29	32
250	73	63
130	40	62
288	101	51
225	81	40
199	73	33
315	94	42
161	49	40
231	61	21
291	89	26
108	32	46
