200	6
0	0	0
214	50	43
190	60	28
140	53	68
204	79	30
282	110	71
244	96	41
188	42	39
208	65	74
197	70	37
331	127	21
262	97	65
261	100	34
339	95	57
132	29	53
305	106	60
260	75	37
233	52	51
260	97	25
256	79	44
310	64	47
116	24	50
193	62	36
108	38	56
202	43	57
129	49	36
149	35	37
277	56	71
300	88	43
108	29	38
316	76	22
272	58	58
285	80	48
333	73	50
114	38	68
248	84	23
298	116	20
121	33	22
270	87	74
188	72	41
225	53	27
273	81	49
344	90	20
342	78	23
265	57	73
317	71	69
269	60	41
181	61	27
219	64	35
242	48	69
162	44	29
208	59	43
175	37	57
324	115	20
137	30	34
264	65	29
304	93	30
126	44	34
333	88	29
240	89	35
218	44	47
143	48	71
241	57	28
136	32	56
174	56	69
190	69	22
193	75	56
204	57	42
112	27	53
127	29	23
164	38	48
203	72	35
301	107	71
257	52	52
125	43	41
292	73	68
188	52	26
291	79	61
325	78	33
234	56	72
199	67	39
203	51	69
329	66	45
138	30	43
165	65	39
269	92	51
107	21	40
197	44	51
154	53	38
314	75	49
106	39	62
217	56	70
141	38	59
261	98	43
162	53	48
260	59	47
175	65	71
268	102	26
313	64	23
231	71	37
177	60	21
137	30	55
281	69	68
260	73	44
139	50	37
146	31	45
251	96	46
334	130	48
108	41	28
255	65	70
234	53	67
111	26	68
213	48	54
284	100	58
242	58	71
197	78	41
139	47	49
234	79	58
128	49	70
335	87	23
149	54	54
257	53	72
247	76	71
327	101	35
218	81	71
210	67	74
184	71	64
146	55	55
332	91	62
288	81	43
318	87	25
118	45	53
217	67	48
302	76	50
339	130	20
269	72	44
236	54	51
300	107	41
190	59	36
245	62	40
240	76	71
211	62	23
207	64	74
222	87	74
280	95	42
252	86	63
277	78	54
191	48	25
189	40	70
140	52	40
107	24	62
202	79	21
127	27	60
257	69	68
198	58	69
107	41	37
290	59	21
271	104	60
337	130	22
321	103	63
149	56	57
191	60	52
338	126	21
114	44	39
255	93	57
322	109	53
243	74	22
271	98	22
258	94	37
227	69	64
321	119	73
274	89	72
133	37	50
107	38	56
116	42	60
276	64	47
278	90	27
304	93	64
159	59	74
210	62	23
337	115	41
260	93	34
276	66	60
119	26	63
286	85	72
274	62	55
199	57	42
238	58	73
154	47	65
168	39	33
211	48	50
106	40	21
225	61	50
303	87	39
174	39	32
312	100	46
191	47	54
325	120	48
218	65	73
212	48	44
1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	
