200	4
0	0	0
126	49	49
327	92	51
136	27	44
173	55	69
340	94	25
126	49	33
137	32	35
230	66	61
255	100	40
272	105	50
249	74	52
194	45	45
157	43	53
174	47	69
272	108	22
136	47	34
293	87	46
223	50	41
295	71	54
311	104	24
199	55	65
299	65	32
132	30	52
330	93	47
229	57	47
222	76	43
300	82	73
113	37	41
204	53	63
189	43	52
257	52	59
143	49	34
285	84	42
264	87	74
290	64	36
165	47	20
136	29	66
165	59	53
265	56	24
128	29	38
180	59	59
152	59	59
273	91	25
125	26	39
282	102	62
197	48	62
168	47	69
188	61	74
336	98	70
107	30	65
128	26	25
334	116	34
249	60	57
280	94	72
321	98	23
141	42	58
284	58	69
222	78	51
232	65	46
259	74	54
286	100	59
288	113	30
170	40	58
254	53	61
190	71	70
192	46	66
237	73	21
240	85	66
143	46	46
298	66	31
199	46	47
203	52	57
164	55	26
303	105	37
302	118	63
145	53	51
308	74	44
167	66	69
294	70	54
203	59	25
297	105	50
328	120	36
278	63	66
254	53	53
152	55	61
111	37	60
289	111	63
122	41	55
270	75	57
170	56	40
144	35	70
170	62	53
326	76	23
336	91	53
113	25	43
240	88	45
285	110	41
127	32	49
207	73	49
153	45	61
277	66	57
193	49	32
274	86	24
283	94	29
164	41	23
188	65	48
286	88	30
305	67	53
340	72	36
136	44	42
113	30	34
213	46	33
310	112	43
248	93	24
160	45	20
266	64	67
180	40	55
204	46	37
256	62	33
221	76	25
152	45	70
324	99	60
299	105	45
251	51	34
148	58	32
147	31	69
222	83	42
114	38	31
235	73	32
125	37	32
197	41	21
257	59	47
253	100	46
241	59	26
304	87	62
255	66	69
292	96	39
320	106	38
193	61	44
208	59	68
161	57	53
132	32	42
259	63	67
293	86	26
305	91	34
292	82	62
293	84	67
248	66	66
221	85	70
221	61	55
139	32	24
341	125	73
187	57	62
196	62	68
299	115	72
297	100	74
127	48	67
172	44	25
170	63	39
268	65	69
153	42	26
199	54	67
146	54	49
224	65	56
272	74	63
310	117	50
237	70	22
284	107	45
285	107	50
234	53	64
209	46	64
191	55	30
181	58	71
282	85	21
279	104	21
144	33	25
190	60	46
221	88	74
180	66	39
307	112	29
246	78	44
221	53	58
123	37	31
283	112	56
258	77	21
118	34	49
187	72	67
107	29	47
183	61	68
132	29	46
341	104	73
331	107	22
269	94	47
190	41	43
261	100	35
146	42	51
259	52	72
159	60	35
299	70	55
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
