200	4
0	0	0
235	72	53
278	96	52
238	78	39
250	92	73
195	70	61
217	68	51
268	61	36
171	59	48
281	89	72
224	80	38
122	34	58
297	104	46
227	46	37
335	73	30
293	99	36
305	72	73
323	119	68
269	104	74
230	73	23
179	43	53
269	85	41
324	117	28
127	31	25
183	49	38
126	30	36
122	48	45
234	93	69
204	80	41
343	119	66
286	68	43
218	51	27
300	102	60
325	122	43
334	81	37
339	85	33
331	67	63
219	80	51
319	98	51
235	82	32
151	58	51
225	58	69
300	72	59
161	49	21
242	95	21
243	49	36
125	38	20
236	65	42
144	54	70
264	98	27
217	46	48
270	56	47
225	45	28
233	87	47
211	71	42
120	32	51
259	60	30
201	64	57
157	55	73
187	65	52
154	31	69
257	65	57
161	61	38
216	44	28
119	39	49
125	31	59
299	96	60
313	73	51
209	65	70
287	94	74
112	27	55
148	50	31
220	61	55
207	82	52
188	64	31
178	43	68
305	68	53
242	88	23
258	62	27
181	43	33
316	77	39
178	45	71
328	101	49
343	110	38
325	80	54
337	86	59
239	87	51
313	73	71
123	25	26
131	45	74
198	41	22
139	52	30
340	78	26
265	93	20
236	61	72
253	77	50
117	37	67
295	104	28
162	56	65
150	50	40
121	27	31
137	35	44
146	52	41
320	122	60
232	53	61
328	65	26
271	100	41
243	81	21
320	121	67
241	93	30
164	53	52
269	94	72
219	62	32
325	77	47
211	43	49
111	29	73
156	40	73
144	50	53
192	60	39
284	101	68
169	56	37
311	77	46
125	45	72
145	51	55
297	98	69
118	24	29
234	82	26
225	65	40
264	91	46
235	93	29
213	44	68
200	79	47
243	52	25
146	53	64
297	73	66
318	90	71
236	80	29
338	128	29
287	63	44
265	73	56
144	35	72
228	62	43
113	30	52
229	66	39
264	102	37
237	74	28
343	111	39
137	52	49
188	47	65
116	28	30
295	117	26
163	43	40
124	48	74
222	74	69
168	47	41
214	56	73
341	88	72
283	82	53
186	53	20
205	41	70
203	60	32
202	75	20
223	51	45
239	77	30
139	54	55
157	60	52
333	108	70
128	32	50
270	65	47
123	26	53
342	86	69
115	39	62
296	103	41
235	52	51
163	48	62
206	51	72
208	54	54
215	79	39
161	53	20
146	42	58
207	50	56
131	40	32
185	49	50
184	45	66
248	66	71
178	47	68
199	69	45
321	65	30
126	42	38
222	66	40
152	46	40
249	82	51
226	80	49
303	93	30
243	81	45
110	27	27
253	58	60
195	39	24
210	74	64
141	33	58
1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
