200	4
0	0	0
338	78	44
287	107	63
188	59	43
199	69	70
266	57	74
343	92	35
144	42	20
202	77	27
246	59	23
148	57	45
194	71	29
261	86	23
321	83	37
340	127	25
250	64	57
261	102	24
246	68	59
267	68	47
281	66	46
322	72	73
322	83	45
155	60	30
312	63	68
211	58	73
264	55	68
149	54	25
289	106	50
340	126	29
124	31	59
160	58	26
141	32	42
252	84	66
121	29	45
154	42	49
243	85	20
262	94	61
189	40	66
343	109	68
254	100	36
122	32	26
197	54	29
132	48	68
147	58	55
299	77	70
115	28	35
114	27	48
311	102	20
320	79	44
274	78	49
199	55	21
168	60	25
298	81	38
200	57	27
205	78	67
200	69	49
107	28	37
253	89	64
232	91	64
156	45	44
134	48	30
330	108	28
306	116	67
185	48	52
164	44	22
166	46	57
128	51	69
141	43	40
338	93	55
258	54	73
317	89	50
249	91	20
231	90	45
189	45	33
149	37	52
128	46	72
186	39	21
183	66	51
317	76	50
130	26	71
154	51	66
244	90	74
243	90	58
152	35	74
138	46	67
121	28	51
316	86	56
191	41	42
175	58	74
124	30	63
275	68	72
209	59	43
210	82	31
196	76	63
239	80	52
323	111	42
205	41	65
201	40	64
186	70	53
174	46	64
326	68	31
281	63	73
190	49	34
247	84	31
151	50	58
341	135	60
133	30	73
126	46	45
288	109	69
265	90	57
237	92	61
109	21	55
338	79	32
229	47	69
330	77	73
272	74	21
130	28	46
109	35	69
153	46	44
140	37	38
332	115	62
260	72	63
324	107	21
125	31	26
264	74	43
321	87	64
177	69	64
246	79	48
305	105	33
195	72	59
112	26	34
338	113	39
123	42	54
185	50	58
287	79	67
115	38	33
241	73	32
276	89	71
236	75	39
193	71	22
295	109	30
221	67	47
165	48	74
127	27	66
335	108	25
226	50	56
122	44	40
208	67	35
307	62	54
261	56	30
196	52	22
198	63	52
111	33	67
132	30	51
316	79	20
116	39	43
197	73	52
135	41	23
107	23	39
163	59	46
294	90	40
130	32	60
272	61	69
262	103	72
251	88	30
300	74	36
298	98	59
335	98	27
230	50	34
132	35	49
