200	6
0	0	0
255	58	59
181	52	56
163	44	25
129	30	41
206	72	52
131	27	63
319	77	31
307	122	50
147	38	61
323	121	74
280	66	42
245	83	52
244	87	40
132	29	46
276	109	32
308	109	61
271	85	66
271	54	52
244	65	20
196	49	46
284	86	28
108	27	40
169	60	37
160	44	72
137	34	41
244	59	69
211	74	51
156	45	34
176	58	61
135	32	42
217	67	29
309	80	69
147	36	49
149	43	23
178	49	55
252	55	52
281	83	51
291	79	51
292	91	44
240	94	63
339	105	66
319	118	58
160	48	20
344	93	55
159	39	30
123	45	70
163	63	57
329	130	32
332	115	60
292	64	30
169	63	50
146	55	54
304	114	69
232	65	73
241	79	66
324	65	58
228	87	64
158	44	43
334	113	23
196	74	50
311	64	52
283	75	53
155	57	31
242	78	40
197	67	65
223	48	68
160	46	32
111	36	20
261	99	27
327	123	45
141	38	29
137	49	70
180	66	42
239	55	46
256	73	30
296	77	52
259	71	38
308	71	61
285	87	43
110	39	41
341	101	56
213	65	63
254	81	41
172	59	55
128	37	40
314	122	38
287	95	52
169	64	40
202	57	60
175	48	44
108	42	63
228	84	30
213	62	70
121	48	33
118	45	59
256	61	48
233	54	61
228	53	38
202	53	46
194	55	71
184	40	49
286	91	47
274	66	36
158	32	48
129	31	34
195	72	38
294	109	50
243	63	50
167	53	24
288	71	37
342	86	64
236	71	31
268	61	53
111	26	46
309	108	55
227	84	39
304	112	73
114	34	34
319	92	39
205	70	70
177	66	41
182	60	20
136	47	70
343	118	47
196	66	54
285	107	62
294	111	64
140	53	72
146	44	63
131	34	27
219	84	58
155	34	49
251	92	57
276	107	38
230	72	43
156	33	70
171	49	21
124	41	40
147	53	38
319	96	38
243	94	43
312	79	46
207	82	57
311	66	25
283	87	63
149	43	50
166	65	27
120	43	33
298	79	71
229	85	70
198	55	66
281	65	30
255	74	36
268	103	51
220	55	67
312	95	70
330	88	50
254	61	70
251	76	32
147	51	56
313	69	23
145	52	64
234	55	65
266	103	40
110	26	57
181	36	54
305	64	21
321	119	59
270	103	27
259	96	32
324	67	69
140	46	38
126	27	70
244	62	74
299	64	69
106	28	54
146	49	65
291	99	57
189	48	40
231	87	25
132	44	26
194	64	45
217	48	64
291	108	61
315	88	26
217	67	32
187	46	34
258	60	38
252	51	42
288	109	48
181	58	43
186	60	63
141	51	40
199	56	62
110	43	63
313	65	20
260	97	39
260	92	72
245	79	48
1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	
