200	4
0	0	0
335	85	69
202	48	33
164	61	28
302	105	21
289	104	35
312	78	43
240	49	48
205	75	54
129	37	56
287	90	39
244	55	23
247	67	64
160	39	59
167	63	37
277	82	21
154	41	50
302	109	43
283	92	31
142	54	24
174	47	37
198	60	62
299	83	41
235	86	59
319	80	42
232	66	23
142	54	29
225	73	61
326	105	60
185	68	20
328	119	67
271	100	28
279	104	54
343	97	51
170	67	58
143	54	25
200	44	26
135	33	24
110	35	28
137	37	71
330	120	52
224	62	34
137	43	66
284	60	63
211	79	30
340	72	59
155	52	21
225	72	60
290	107	46
290	74	62
219	54	57
126	25	70
295	63	29
178	65	33
293	102	42
302	93	41
243	92	50
306	61	44
188	65	43
208	74	73
180	44	41
144	49	32
204	72	74
140	32	61
317	93	69
305	67	45
153	58	59
197	68	64
295	87	29
274	79	29
256	84	49
229	49	74
318	116	35
111	35	73
215	50	30
148	51	69
208	69	45
277	89	41
318	71	43
201	51	65
165	59	47
220	45	47
314	72	30
269	84	39
139	39	55
336	71	48
237	87	62
203	43	25
181	41	59
258	58	68
117	42	49
279	61	33
227	75	60
144	47	38
153	38	25
330	122	30
252	58	70
182	46	56
235	85	34
227	56	59
207	50	64
226	82	21
170	49	39
263	104	50
260	92	71
194	67	49
323	98	49
187	56	58
289	58	47
188	44	59
299	64	39
183	41	26
259	85	72
168	59	52
218	59	36
141	51	31
196	51	74
142	36	72
174	65	68
116	35	39
307	71	58
233	48	32
136	41	44
247	61	56
143	38	23
329	116	30
137	37	60
154	43	32
266	56	45
306	112	33
236	88	69
144	38	47
289	102	61
144	56	58
319	88	49
223	69	54
106	28	72
292	92	57
183	60	59
164	53	49
130	47	59
147	37	27
293	63	30
274	97	71
137	40	27
109	27	51
215	62	35
162	50	39
216	79	41
238	60	52
267	90	27
260	95	36
108	41	69
183	51	62
236	50	40
231	65	54
208	66	28
247	82	35
232	62	46
109	30	63
299	102	57
320	76	55
144	35	62
228	89	46
124	35	42
193	43	60
289	101	24
296	94	21
296	116	35
296	87	71
302	77	56
124	43	46
248	59	40
112	41	34
306	73	35
249	64	26
193	77	67
295	113	37
188	74	51
114	41	30
131	35	51
189	61	37
253	69	54
320	72	25
205	59	38
122	46	44
293	82	74
182	36	45
302	88	64
198	50	32
214	68	40
118	23	48
155	50	36
262	67	39
296	66	54
181	43	23
216	45	31
313	80	34
261	100	62
337	111	35
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
