200	8
0	0	0
199	59	54
220	86	38
311	79	66
275	71	62
314	63	57
342	88	66
270	88	34
275	99	41
287	104	61
280	66	74
269	100	64
340	79	33
248	81	50
246	50	23
265	65	32
324	81	61
284	79	49
130	35	65
165	33	37
307	121	45
112	38	30
191	73	59
284	56	20
264	63	57
175	51	38
205	59	68
177	60	48
275	102	40
119	26	34
229	74	48
220	61	71
317	81	71
260	100	34
246	82	58
107	26	58
233	62	26
188	58	20
196	52	40
246	72	35
190	51	47
147	36	31
328	78	58
207	43	40
280	88	41
128	40	40
252	92	69
330	127	47
122	32	62
211	42	73
254	93	21
241	92	29
220	53	47
167	65	35
210	76	25
148	32	47
331	106	54
341	78	46
210	76	59
154	35	46
264	68	41
284	97	47
279	64	67
253	95	26
288	79	29
201	51	58
115	41	59
274	95	71
113	25	41
295	60	39
221	80	61
212	70	25
340	113	45
343	73	23
242	78	64
230	50	30
340	82	66
190	58	29
285	112	59
276	61	27
142	36	44
234	61	59
187	65	46
278	67	74
296	92	39
138	31	66
167	64	41
275	89	23
127	44	38
309	86	43
335	101	39
152	48	37
266	92	22
276	62	32
213	50	49
203	71	49
254	79	63
258	69	49
191	73	50
186	70	42
210	68	64
179	58	27
318	82	54
284	74	48
108	24	55
250	85	44
215	49	48
109	22	58
162	56	44
106	27	55
320	124	64
272	96	24
280	98	52
207	42	34
248	79	24
185	49	56
202	78	45
343	79	64
298	103	72
218	83	59
164	64	57
293	95	30
230	78	23
342	136	70
214	68	49
226	45	33
278	90	22
111	30	20
127	50	21
137	34	65
280	90	25
333	105	22
278	108	60
160	37	32
268	84	40
246	84	73
290	61	47
133	45	39
302	93	36
189	38	68
143	48	74
112	32	27
278	93	53
242	96	69
292	111	24
248	55	69
229	87	59
187	45	70
243	86	55
238	52	62
140	47	63
319	112	44
241	91	71
125	44	33
168	65	31
150	48	42
124	28	30
163	41	52
135	52	21
330	89	32
222	60	69
128	46	61
195	76	74
171	62	39
191	54	41
317	97	21
247	65	27
202	54	21
216	85	32
177	48	68
268	81	53
318	116	59
249	51	74
313	102	28
167	66	28
259	94	53
191	65	31
216	72	74
117	36	65
219	53	21
268	100	68
312	82	30
299	84	42
179	71	48
315	92	36
190	65	21
252	72	61
269	64	43
269	76	49
154	34	67
126	47	74
249	73	41
217	84	28
152	44	25
167	53	46
271	97	43
211	77	37
272	92	37
284	62	39
317	109	61
