200	4
0	0	0
193	68	61
131	47	53
334	108	35
336	87	63
334	119	55
120	41	28
132	34	49
158	46	60
310	106	72
153	53	50
231	87	40
114	28	47
210	57	25
178	43	41
300	112	34
252	89	32
190	62	56
189	60	28
168	56	65
215	72	27
132	34	63
187	49	36
326	103	48
342	79	73
194	63	53
115	30	32
196	74	69
138	43	39
112	41	57
330	124	51
154	44	26
273	77	37
168	39	44
242	64	24
113	44	26
301	70	26
338	100	39
161	35	32
330	92	73
170	47	53
249	94	66
285	58	51
262	96	64
173	55	64
170	66	21
280	108	46
221	60	23
320	119	31
181	43	46
334	103	52
186	41	39
173	64	39
156	38	69
177	46	53
343	100	21
265	104	74
229	63	48
129	42	29
277	73	36
331	82	27
166	48	68
226	58	74
331	86	70
251	90	71
294	82	30
233	75	46
226	68	48
111	34	36
263	103	49
178	52	56
203	47	32
231	75	59
284	79	41
239	47	72
159	45	51
338	112	29
160	54	59
277	109	39
315	94	62
157	37	65
120	32	54
200	76	65
208	67	23
235	60	74
324	111	48
208	80	36
214	43	59
266	99	31
117	29	30
341	68	38
216	75	57
226	46	27
141	41	27
115	26	36
193	53	56
249	95	21
255	66	25
123	28	48
301	105	61
171	58	49
343	132	33
179	42	49
335	90	43
234	87	36
300	98	27
326	114	69
312	89	41
274	73	41
341	71	64
198	46	62
332	131	60
158	57	30
258	57	48
286	89	20
125	45	23
206	50	35
138	29	52
248	71	27
208	67	40
219	86	59
112	37	59
185	59	47
339	72	25
163	61	27
271	82	68
292	82	33
166	60	65
325	115	31
289	100	29
310	97	63
121	31	32
126	31	32
147	58	60
183	61	53
147	44	72
236	61	33
200	44	47
204	70	67
317	72	23
153	46	31
293	109	63
122	46	35
245	72	66
145	55	50
309	91	55
122	38	21
181	67	70
188	67	52
139	32	71
258	92	55
123	38	24
238	64	60
296	103	73
160	52	60
269	55	50
132	37	34
224	46	31
186	69	23
335	88	38
195	71	64
166	59	71
281	105	30
136	39	26
262	81	64
179	56	34
293	67	60
142	36	36
239	63	47
248	92	64
213	76	35
337	80	35
295	85	39
291	82	47
139	38	54
123	43	57
247	72	46
225	57	37
179	58	69
114	30	37
200	70	45
175	53	20
238	76	38
149	35	74
302	64	22
250	71	30
111	40	70
218	59	25
250	51	25
112	32	42
225	70	24
211	63	38
326	101	58
256	77	71
150	46	43
167	35	25
217	44	54
191	70	32
326	126	43
327	117	64
