200	8
0	0	0
274	107	40
118	31	48
181	52	73
276	102	33
228	60	31
314	78	21
156	59	68
115	43	46
336	83	63
236	74	49
321	126	35
302	86	33
206	80	66
159	57	45
224	68	49
275	96	56
120	30	21
121	34	31
221	70	55
197	69	50
316	123	41
135	43	53
151	56	27
211	57	35
276	59	55
113	29	20
296	86	38
282	59	71
301	84	72
186	74	34
264	89	64
119	30	62
287	113	57
252	77	48
326	82	67
258	52	20
142	36	72
149	41	68
316	88	56
115	42	56
112	34	67
302	120	74
305	85	61
309	79	71
168	34	61
254	89	41
306	98	28
146	55	26
325	74	72
308	117	50
330	99	41
231	86	53
189	46	32
317	73	48
263	68	34
153	59	34
323	107	59
178	53	29
142	53	35
238	78	47
253	83	47
186	47	70
119	44	24
176	56	21
262	60	40
315	86	34
148	38	24
299	95	21
217	55	38
304	75	64
248	54	22
270	78	34
185	47	36
125	41	22
343	104	34
300	76	59
137	47	53
160	47	71
107	24	51
210	45	40
258	68	69
256	95	57
167	55	41
342	80	52
322	102	27
285	88	28
341	107	21
308	111	38
230	55	21
253	97	60
268	53	63
107	42	65
107	35	68
186	44	28
133	44	49
273	67	60
208	78	54
319	73	39
333	126	48
254	52	64
285	102	40
197	74	34
222	58	30
177	61	22
247	76	28
290	73	33
256	79	38
173	54	63
183	61	53
154	38	60
114	37	63
169	61	36
296	118	37
233	61	48
256	71	44
113	26	64
334	133	28
229	48	44
223	85	60
336	134	48
137	27	55
288	101	23
230	55	58
237	67	28
121	35	44
250	66	62
134	32	47
166	47	41
336	93	72
320	72	56
250	98	30
196	43	20
168	44	45
267	61	40
143	28	58
265	101	24
314	72	60
235	59	41
259	91	66
332	115	20
248	54	73
166	53	74
230	65	64
106	29	37
182	63	35
199	49	25
200	54	64
164	38	39
305	68	63
336	125	71
122	40	50
229	48	67
314	97	31
255	86	42
240	51	53
189	40	54
226	71	40
230	73	45
179	69	58
150	36	44
291	72	66
277	68	38
196	43	57
114	37	73
263	104	68
134	39	72
239	53	68
122	35	28
308	115	49
338	116	30
223	60	66
203	59	69
186	54	64
229	46	48
159	41	28
140	31	29
285	65	74
268	67	26
283	70	37
161	49	68
322	118	59
296	75	49
192	61	31
238	76	64
176	61	25
263	70	46
269	102	61
123	33	26
241	95	53
282	96	44
226	49	60
248	97	21
177	42	74
295	70	29
226	71	36
178	67	34
146	53	55
288	72	41
257	90	69
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
