200	4
0	0	0
192	53	51
180	42	60
197	74	36
108	30	56
236	47	44
106	28	54
109	29	72
344	96	65
339	110	54
229	86	25
288	89	66
216	53	61
338	77	51
336	112	37
273	57	74
207	41	68
136	33	29
207	67	25
178	69	54
181	41	42
189	38	26
277	57	34
202	67	59
185	39	37
196	71	55
305	96	66
269	81	20
241	55	21
233	90	45
322	96	24
160	36	69
228	90	65
154	47	35
219	64	64
148	37	45
143	44	62
251	68	48
147	50	20
124	33	43
246	88	40
224	72	40
265	82	36
245	79	69
293	83	33
134	45	49
178	69	53
288	83	37
230	67	67
157	56	59
308	109	26
171	47	50
332	121	31
146	40	53
278	108	72
260	77	67
134	48	65
233	64	43
157	53	42
160	37	37
191	73	56
189	51	29
205	58	22
259	63	71
187	43	51
134	43	56
304	64	60
150	31	73
150	50	35
219	65	32
153	53	36
212	58	51
194	40	35
276	64	29
150	58	58
122	41	39
336	132	44
163	54	31
139	53	50
184	62	62
303	80	44
139	55	53
229	80	32
335	104	71
289	60	23
266	57	62
121	41	36
269	83	44
317	110	32
327	122	45
180	37	55
273	73	38
281	108	46
205	77	23
284	76	56
249	82	49
233	82	27
118	41	41
258	53	48
281	98	60
146	34	39
163	50	52
309	78	47
342	102	54
187	66	39
282	59	55
334	99	65
151	33	26
254	85	43
191	39	33
294	75	58
206	58	72
237	68	28
328	118	34
141	37	68
302	99	66
274	80	47
147	48	72
202	63	68
206	81	68
216	60	27
117	40	29
341	120	42
252	74	64
291	93	47
211	67	29
155	45	45
247	64	53
152	50	24
252	87	26
233	57	55
139	36	62
139	36	66
144	53	31
176	36	43
204	71	20
280	86	65
153	44	65
125	37	38
325	73	27
108	34	29
248	90	46
243	79	60
181	66	46
224	53	36
181	38	43
236	89	40
335	81	53
168	60	35
137	50	29
107	34	27
312	108	59
322	65	44
320	118	61
252	56	68
310	117	68
213	83	48
219	54	50
338	93	65
258	56	51
126	47	30
138	31	31
226	48	71
279	109	41
168	38	73
198	71	37
262	77	41
325	70	25
127	39	61
123	30	34
222	62	27
236	81	55
343	113	38
208	55	67
157	35	34
164	41	54
240	86	48
247	50	39
331	83	30
162	44	47
213	67	63
123	45	57
202	43	58
115	23	39
186	59	25
325	77	38
221	75	51
306	116	30
213	60	61
177	58	38
189	52	58
204	69	50
263	61	43
208	65	61
257	83	35
265	61	65
135	33	47
301	93	43
325	66	28
137	42	69
