200	6
0	0	0
318	103	34
293	73	71
315	64	31
278	73	38
196	60	69
152	35	34
255	70	51
261	53	50
268	93	63
332	118	70
243	52	64
115	29	59
289	75	43
194	44	51
132	42	22
270	59	41
252	67	49
248	84	66
292	75	74
327	103	27
241	63	71
136	42	30
226	50	37
240	54	59
240	63	64
233	88	51
130	30	32
305	73	36
139	49	48
150	48	21
207	62	25
281	98	35
125	45	47
198	50	46
153	50	47
195	56	66
132	29	44
239	94	63
135	35	37
155	47	72
185	66	71
264	104	40
339	96	49
329	73	53
234	91	58
213	65	62
182	44	50
106	41	69
311	102	70
305	75	28
330	93	62
205	74	49
282	91	26
193	49	70
110	36	57
342	114	20
270	77	56
215	84	24
121	28	54
108	29	62
283	72	64
302	102	66
112	40	41
302	81	65
319	103	31
142	33	45
148	32	51
274	84	26
224	52	43
158	37	47
173	41	36
322	99	42
229	59	59
175	37	20
195	58	62
166	60	51
199	55	34
134	38	53
140	46	55
339	83	38
187	55	34
227	65	43
158	51	44
117	24	41
166	36	74
106	27	72
270	101	54
306	90	29
241	49	36
168	64	27
277	96	46
133	52	63
124	49	46
329	110	72
123	29	31
296	113	52
210	46	30
115	24	20
295	89	22
244	79	57
289	99	47
283	57	27
257	65	44
222	52	43
234	91	55
217	47	38
188	41	39
142	28	23
212	62	49
125	49	21
147	31	23
334	115	72
126	35	28
129	49	23
179	45	65
161	33	41
258	74	26
149	36	33
204	44	41
234	56	72
150	35	43
311	64	28
307	62	20
222	87	41
327	67	56
266	100	53
165	62	32
129	46	51
140	43	22
268	106	43
335	92	40
235	50	40
111	40	36
150	57	33
334	80	25
236	62	23
251	92	41
166	57	47
158	50	36
311	113	63
177	65	40
167	39	22
275	83	68
311	96	35
162	53	33
313	93	22
208	73	33
260	54	37
111	23	29
261	53	41
278	87	26
234	59	35
119	40	33
202	55	68
279	108	24
252	52	44
327	108	65
153	57	44
159	40	22
136	52	32
141	39	66
118	35	57
195	77	54
279	63	70
330	70	40
176	70	46
294	61	57
175	52	67
156	46	24
250	82	21
194	68	32
164	33	72
250	83	67
166	34	31
301	80	25
341	124	46
280	85	58
273	58	29
171	60	49
155	52	48
137	36	23
215	76	68
321	94	42
284	92	22
165	33	74
236	56	47
163	34	65
302	77	72
149	37	54
276	78	58
254	97	43
330	117	70
281	70	47
110	32	47
230	61	58
159	54	59
238	49	46
197	68	51
239	87	42
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
