200	8
0	0	0
256	70	23
123	43	33
212	63	69
246	57	37
237	57	36
259	66	66
315	117	29
340	135	34
314	117	53
331	130	59
260	77	32
299	113	27
138	38	58
116	35	25
344	102	67
305	71	66
244	62	62
327	105	22
197	67	46
125	35	49
115	25	68
108	41	26
107	21	61
178	39	41
223	51	59
304	63	60
212	50	22
223	81	70
150	41	42
138	29	72
237	55	48
193	40	26
191	72	55
262	55	29
223	68	60
268	105	62
290	93	71
306	112	43
220	67	30
273	90	39
204	47	68
156	59	46
278	96	74
217	46	51
330	84	53
228	82	69
306	81	23
268	81	73
306	100	45
205	77	33
284	66	39
236	68	51
251	61	25
271	70	71
121	30	40
250	71	35
193	50	51
328	73	71
298	81	66
186	48	46
261	82	41
157	47	32
266	99	43
129	31	25
338	118	35
324	123	26
231	57	61
222	52	26
204	78	71
126	27	72
315	66	49
257	99	52
252	66	35
300	96	22
188	42	40
341	97	41
280	58	71
238	79	57
267	55	26
212	56	20
305	79	53
150	37	44
230	74	23
221	44	61
252	84	21
341	103	66
169	45	72
127	38	67
205	48	51
223	58	54
161	58	53
135	28	33
292	63	38
116	26	35
335	105	49
299	111	50
214	59	49
189	41	40
133	40	49
187	67	29
202	54	37
125	31	55
340	114	74
213	82	39
340	101	74
167	64	65
120	28	71
266	57	45
240	54	51
188	56	65
159	61	66
106	32	74
326	101	37
218	55	70
329	87	39
179	43	41
331	77	27
155	38	61
122	46	39
319	82	60
245	97	27
267	62	22
123	27	43
217	77	73
338	99	33
193	43	54
175	64	38
295	93	60
283	86	72
180	69	69
109	32	23
108	40	48
257	51	41
338	97	55
232	84	72
141	35	61
306	68	28
295	79	72
271	73	54
212	62	66
340	95	52
211	49	64
335	118	23
195	76	69
143	53	38
232	63	20
208	44	28
121	31	21
166	53	59
255	87	32
241	54	42
131	44	41
140	48	42
137	39	66
177	44	36
219	67	59
214	64	39
210	72	36
222	67	53
171	52	53
325	103	37
317	113	49
132	30	56
327	85	42
178	46	47
257	79	34
129	49	73
344	121	41
337	128	58
237	71	28
202	59	32
205	66	67
332	121	56
201	56	36
209	75	54
173	64	49
225	83	47
157	35	55
236	63	53
291	110	60
270	76	37
210	56	23
337	91	65
133	51	28
215	44	43
305	97	53
237	66	38
144	32	50
226	67	52
137	48	44
206	74	41
260	93	57
160	49	49
196	69	52
251	99	38
338	81	39
338	77	50
129	39	67
329	129	63
1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	
