200	6
0	0	0
331	96	52
249	67	51
247	93	43
338	127	40
189	40	49
150	51	73
144	45	48
247	73	39
139	31	45
138	44	66
119	43	20
243	66	60
178	61	60
160	52	40
124	35	27
183	44	73
213	79	74
265	99	67
195	62	48
341	83	70
344	76	69
274	105	66
230	50	54
264	63	56
281	57	46
243	82	49
256	93	74
184	54	24
162	51	47
310	115	45
331	66	27
209	66	52
157	55	32
146	58	30
162	39	64
151	60	45
309	84	22
230	48	39
191	68	47
226	50	51
258	84	25
131	28	29
309	77	51
214	72	30
247	61	41
172	55	61
131	31	20
132	28	36
180	59	35
199	57	68
304	89	55
306	99	20
325	89	58
289	66	50
342	127	58
270	95	24
303	83	36
265	58	42
142	48	67
282	68	45
260	75	72
289	111	55
184	37	46
258	62	50
341	68	64
249	88	40
250	96	33
129	30	45
245	63	22
319	68	33
299	92	42
269	81	61
331	68	73
294	85	21
219	56	32
189	54	26
125	29	41
166	48	47
242	58	71
342	71	59
224	73	61
340	129	60
199	73	56
277	68	73
150	42	51
221	57	37
324	119	31
253	84	28
297	79	24
201	69	26
170	47	57
140	32	52
216	48	21
116	34	67
159	36	54
115	40	47
238	63	26
314	100	55
149	50	21
202	49	36
322	82	65
155	49	72
107	22	69
181	42	40
297	105	38
230	69	69
167	57	50
245	65	57
121	25	27
148	44	49
227	71	42
118	38	59
307	104	44
180	48	33
209	69	54
208	59	71
219	61	56
333	103	59
149	48	29
226	58	43
318	90	20
200	55	21
312	114	29
205	47	64
116	32	74
154	36	21
317	86	41
132	38	23
136	27	74
259	78	73
163	33	27
281	98	44
310	86	32
318	66	25
311	92	53
172	47	65
339	128	22
264	100	42
148	53	45
302	106	45
189	43	32
255	78	54
314	94	41
294	103	21
142	34	50
291	89	20
135	28	60
227	46	32
160	50	22
149	38	32
274	56	44
254	87	74
343	124	43
109	25	73
144	38	25
206	53	60
336	108	38
132	50	48
257	82	33
196	53	47
142	49	67
241	81	43
235	68	41
153	42	48
180	52	44
153	54	39
285	64	55
304	116	49
182	57	38
272	98	42
306	96	69
224	68	47
148	51	47
143	29	32
313	103	39
151	57	33
285	59	45
181	40	38
203	60	42
228	64	55
111	32	73
122	33	66
111	39	27
164	61	26
300	83	40
122	31	29
254	75	23
167	43	61
216	55	53
253	75	26
148	47	64
124	46	41
108	36	70
304	64	49
275	92	47
113	41	29
235	89	57
192	70	68
292	101	55
