200	8
0	0	0
201	68	48
332	81	74
229	81	70
247	68	62
127	46	39
241	81	27
224	68	56
313	80	52
229	87	54
199	69	62
275	63	58
281	80	47
302	111	44
114	23	47
250	69	34
286	87	34
215	67	46
288	103	24
167	58	47
311	96	21
143	49	59
233	65	33
303	103	65
267	57	37
257	98	35
303	69	57
318	125	32
282	64	28
327	122	71
182	67	57
239	79	46
342	77	49
190	70	35
114	41	53
214	85	27
260	96	71
280	83	59
239	64	56
106	37	68
172	46	40
241	78	56
207	52	51
135	49	32
306	111	22
146	29	73
170	37	51
186	54	27
201	64	54
152	50	20
244	59	73
184	61	31
221	53	45
163	50	66
287	110	60
306	91	36
319	113	49
338	79	29
264	66	35
243	90	30
224	63	63
184	66	25
192	74	53
248	63	21
344	105	67
319	104	54
313	73	70
130	48	71
186	59	49
325	75	50
344	107	21
282	58	34
118	38	27
185	56	69
231	75	23
177	61	68
245	64	39
214	46	56
123	34	39
244	80	28
264	57	54
124	41	49
297	62	62
327	85	65
298	98	42
129	34	73
193	63	44
282	82	56
309	116	67
197	53	74
270	98	20
221	63	50
156	53	54
175	43	66
234	83	21
149	47	33
124	33	72
281	94	22
316	126	30
107	25	55
137	27	30
308	95	66
133	37	55
162	50	28
219	59	61
142	40	21
181	58	30
327	106	33
269	63	51
152	58	64
305	86	44
156	56	35
241	61	26
141	28	57
304	95	48
122	48	60
267	92	72
327	118	34
157	42	39
284	64	48
145	56	24
170	40	32
125	49	50
341	122	39
293	95	36
344	103	70
260	53	28
188	68	24
131	34	36
207	65	49
245	57	31
131	51	35
175	62	47
203	58	37
183	52	36
328	120	51
113	26	30
311	67	60
196	51	60
226	45	42
124	31	49
155	59	59
308	94	20
332	119	66
338	93	34
287	74	59
249	90	54
114	29	56
259	88	41
157	57	25
261	84	49
169	67	66
212	74	35
248	79	46
227	54	21
272	101	72
252	90	32
250	84	36
178	45	54
112	31	20
281	83	73
189	38	39
175	47	50
245	81	58
293	111	57
221	62	23
237	47	25
137	40	30
283	67	36
249	63	32
219	67	58
156	36	73
331	127	70
309	78	51
184	72	54
340	79	59
253	50	42
233	66	62
292	88	38
191	66	71
222	86	67
157	37	60
290	106	53
297	68	41
133	28	29
283	71	72
157	38	47
148	43	30
296	60	56
307	114	58
316	72	23
271	101	74
170	45	71
293	81	63
275	77	44
238	85	54
333	131	68
153	53	44
222	66	48
128	35	24
1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	
