200	6
0	0	0
230	78	42
252	61	61
276	104	37
268	104	73
161	37	64
156	47	37
275	77	30
305	119	31
124	48	34
277	110	26
230	64	63
342	132	40
277	61	52
149	33	58
166	51	26
144	39	55
325	88	31
251	61	60
185	57	24
151	59	36
147	32	46
316	106	27
300	107	25
205	67	56
232	72	34
295	103	37
289	89	46
306	94	68
317	84	50
287	82	20
291	89	29
158	34	55
253	63	41
322	98	45
162	38	33
156	52	35
212	59	72
336	123	56
253	76	53
287	63	43
152	34	52
332	114	74
216	60	20
312	77	44
205	75	27
311	70	71
273	100	28
263	65	73
166	37	61
294	100	38
277	92	70
226	89	44
270	55	29
329	70	34
251	53	45
236	79	59
334	106	60
256	92	31
261	63	23
192	74	53
318	99	24
139	46	70
134	40	22
230	53	50
222	49	59
159	47	21
158	46	41
178	47	45
112	26	58
223	47	63
188	39	56
148	48	20
214	70	50
285	86	26
106	30	20
321	88	24
122	40	36
162	45	45
194	52	71
217	43	58
264	70	64
141	30	54
230	88	68
321	66	64
146	50	63
324	86	73
295	98	67
190	42	35
236	69	44
110	30	74
177	43	51
167	60	20
150	44	56
285	98	74
177	40	28
189	50	26
111	32	53
131	44	49
320	123	69
254	66	54
234	76	57
147	44	66
232	61	59
237	88	38
271	88	23
244	82	57
180	53	68
128	44	74
217	80	38
284	69	37
263	53	37
338	85	31
270	56	35
135	48	73
149	42	72
312	77	20
214	72	57
269	80	39
157	38	67
253	73	62
157	36	29
330	100	29
256	80	68
206	76	60
300	71	51
248	72	39
206	64	21
314	90	53
252	70	22
254	72	73
258	99	22
106	31	54
189	59	42
125	44	51
185	72	20
267	78	28
292	81	25
303	95	66
232	82	37
159	48	43
109	29	47
338	108	34
169	55	31
145	51	48
285	79	73
333	77	26
153	58	62
315	100	53
301	75	66
317	81	54
117	27	51
310	91	73
272	90	60
261	61	47
161	44	31
223	44	49
293	106	64
270	71	37
172	40	63
154	37	58
120	37	50
327	117	43
334	82	21
209	67	35
243	61	64
344	93	47
220	67	43
116	34	38
219	86	29
314	105	73
165	61	49
256	62	21
225	50	41
340	107	45
166	51	31
156	56	21
160	33	67
237	93	74
139	33	50
134	29	69
213	67	37
238	77	44
188	43	62
204	70	73
183	41	69
176	63	34
329	74	31
183	67	29
168	45	46
315	107	70
186	72	48
318	65	63
307	97	38
190	41	45
296	80	60
225	60	50
274	55	44
302	90	29
337	120	63
