200	8
0	0	0
300	63	34
233	56	67
331	130	39
291	116	25
108	28	39
256	70	56
234	83	24
308	69	46
152	47	49
235	90	52
170	42	43
315	88	24
213	59	36
307	105	49
166	48	28
189	69	44
296	64	20
289	73	61
324	101	41
202	51	53
338	120	63
333	116	31
243	53	58
197	73	41
192	71	52
265	54	54
301	67	31
267	83	74
257	74	48
222	66	70
125	41	37
271	100	62
274	76	46
264	57	58
155	39	60
267	66	56
290	86	73
197	69	69
117	40	44
256	98	33
173	64	24
140	33	42
168	56	27
249	76	61
163	53	72
301	91	56
193	38	34
189	44	31
245	81	23
273	76	61
137	45	40
265	96	28
133	31	21
116	46	58
133	35	48
181	37	47
217	76	22
200	64	37
110	41	20
230	87	33
133	47	39
267	67	54
200	49	52
268	76	64
187	58	40
128	38	60
211	76	48
295	97	59
128	44	51
231	49	52
323	112	66
269	99	58
194	71	48
140	43	65
329	118	72
275	89	57
232	57	66
315	90	33
184	69	27
127	39	24
164	38	41
331	86	22
236	71	43
142	49	72
328	119	29
236	54	70
305	115	62
128	43	49
150	32	51
150	51	41
106	33	49
117	43	47
151	30	59
119	26	40
106	38	47
150	55	51
112	24	68
127	42	45
202	40	28
333	89	40
127	33	53
327	68	27
194	62	69
260	80	40
319	81	47
181	41	56
227	52	62
214	61	65
233	48	64
292	85	74
301	116	21
201	55	33
299	70	73
158	33	27
199	52	68
181	41	33
255	80	24
193	61	43
325	88	23
170	55	59
199	54	68
176	63	47
192	71	44
113	27	21
235	65	38
287	67	67
125	43	46
129	47	30
319	105	51
108	41	29
239	76	35
231	64	69
256	102	71
203	78	71
161	57	71
251	64	22
225	48	72
299	111	71
190	51	66
268	91	71
176	64	73
146	49	43
228	57	47
167	34	38
245	50	43
215	64	27
332	123	42
344	120	70
241	84	74
240	62	40
179	40	26
236	83	67
241	74	47
107	26	68
274	67	42
323	103	20
318	87	33
207	61	47
308	96	26
274	73	43
248	55	32
210	83	56
112	35	58
180	36	69
226	70	53
207	77	53
128	48	46
320	90	20
139	28	50
126	41	26
322	120	69
333	109	31
160	58	69
244	54	35
141	55	72
336	78	31
164	58	42
182	36	70
198	77	65
163	59	53
118	33	25
150	33	55
217	66	31
179	41	50
218	81	21
233	62	65
158	57	49
327	122	45
220	63	28
282	72	46
166	54	72
128	29	67
186	69	50
147	58	41
208	47	43
140	43	37
307	83	43
221	76	72
208	44	25
1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
