200	4
0	0	0
109	33	62
239	57	29
109	34	28
293	61	56
123	30	31
212	44	41
323	113	50
241	83	25
224	84	60
188	63	26
156	31	67
277	58	40
287	101	29
214	45	55
138	35	70
192	49	55
334	116	65
272	80	64
171	40	37
232	91	40
235	86	61
143	48	53
203	49	27
116	33	21
252	50	29
224	79	48
298	109	25
146	49	59
205	57	30
241	59	63
170	53	59
242	62	27
201	67	71
150	43	62
273	89	63
246	83	49
107	27	54
179	61	20
203	41	69
207	81	38
323	112	67
181	47	65
214	84	63
295	66	36
178	68	30
291	99	22
305	115	49
330	95	56
251	52	51
337	67	47
144	30	36
337	115	46
209	63	73
118	25	73
272	71	20
144	36	26
231	75	31
256	64	23
154	46	54
265	83	36
321	98	64
278	61	68
151	37	59
258	83	68
331	99	51
149	46	60
343	73	24
109	23	64
333	102	21
322	85	48
278	91	44
136	40	26
183	55	26
217	44	70
112	40	38
243	92	69
239	87	65
243	94	67
214	79	37
123	46	60
341	77	34
264	56	20
291	87	64
302	88	65
131	32	63
198	46	64
310	62	51
296	103	43
205	74	61
173	40	26
157	36	54
205	54	25
309	96	54
136	39	51
221	47	56
166	39	25
204	48	49
162	33	39
110	42	33
269	54	60
176	51	69
130	38	65
225	68	51
175	57	24
265	97	45
290	109	36
167	56	52
315	103	65
243	57	66
201	74	59
207	56	22
167	49	20
233	86	35
227	77	35
199	42	36
235	47	20
252	69	63
117	37	54
318	114	21
285	89	41
328	72	59
221	63	63
151	45	55
300	86	52
190	66	32
228	87	60
266	60	73
342	73	26
305	113	61
117	41	23
340	95	63
282	100	36
300	85	35
150	42	71
332	102	47
159	58	21
203	67	27
218	75	61
316	69	67
271	68	65
338	116	72
301	114	46
222	78	23
201	59	70
262	94	31
106	37	42
288	79	65
210	65	44
288	113	59
260	66	26
202	79	49
191	59	73
125	25	30
151	47	40
282	90	21
223	71	49
333	93	32
215	72	26
255	65	55
150	40	73
192	68	38
143	29	23
212	49	70
127	50	46
246	75	22
128	28	38
142	42	74
157	61	39
112	38	45
135	33	56
110	22	64
317	100	61
229	84	43
119	44	47
237	47	53
261	70	28
218	60	27
173	43	73
311	100	45
329	101	71
218	81	23
317	118	63
183	55	27
243	54	74
278	84	22
108	35	43
118	39	33
220	63	34
113	31	55
302	94	53
111	25	54
156	39	48
232	91	23
211	51	34
298	64	67
133	45	64
191	44	43
265	90	38
183	49	39
1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	
0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	
1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	
