200	4
0	0	0
331	86	68
228	72	56
291	96	34
324	127	64
215	60	53
141	44	65
288	86	32
152	39	69
191	51	20
340	91	29
157	59	69
338	128	67
157	62	29
293	65	29
191	65	44
269	79	41
211	63	55
286	68	28
156	34	53
180	65	62
136	44	50
135	52	53
122	40	53
343	81	38
139	53	70
328	91	63
139	34	67
303	99	46
222	45	28
181	66	20
285	101	42
292	68	32
204	41	54
241	95	35
208	48	34
149	45	25
330	98	49
149	48	22
231	85	65
283	62	40
159	57	28
273	105	68
344	105	55
332	115	53
218	45	35
171	50	29
280	64	32
344	69	23
284	92	58
299	79	53
343	105	27
340	85	66
159	61	22
114	44	51
256	86	49
319	77	30
206	51	50
323	96	31
205	69	33
334	78	33
211	52	46
314	95	69
319	73	48
180	43	33
280	95	71
189	58	49
119	28	66
269	85	64
274	97	65
271	57	69
196	50	64
169	34	63
234	52	31
313	80	38
177	62	44
187	39	53
261	52	62
250	95	46
336	118	71
195	71	73
114	45	53
201	61	23
220	65	51
305	75	46
260	83	42
268	63	62
320	67	70
149	33	37
294	93	50
169	67	53
271	97	64
121	44	47
322	113	41
211	55	31
176	51	30
157	38	25
106	25	50
145	51	21
198	50	54
162	42	45
184	59	54
109	39	27
295	105	67
126	32	53
306	61	35
319	103	60
113	37	39
246	79	52
297	102	43
266	62	26
255	60	58
125	44	21
114	33	29
219	54	46
252	89	57
259	55	74
147	51	70
208	59	57
255	79	49
184	52	66
209	67	24
182	53	44
157	32	33
146	30	22
216	54	29
281	78	39
227	64	72
283	87	20
255	70	68
213	58	64
212	66	31
182	71	63
239	88	59
333	104	44
149	56	37
295	97	28
294	90	29
313	82	41
342	95	31
150	39	41
300	86	71
145	47	49
299	61	52
266	60	24
148	37	25
145	48	23
241	55	53
296	78	70
179	49	68
335	89	68
173	36	32
200	69	31
145	31	27
257	96	31
136	41	51
149	55	56
266	81	63
257	70	54
248	73	35
326	105	47
132	39	41
163	34	30
216	65	68
143	54	36
258	52	20
155	45	41
152	43	68
310	112	44
114	26	37
318	84	46
283	87	33
291	112	52
203	49	21
246	74	44
165	58	24
193	58	65
168	40	57
223	52	66
197	41	74
197	57	63
325	93	69
231	71	27
143	56	49
221	47	32
110	22	37
141	53	31
226	72	43
278	90	22
301	92	29
285	102	56
218	45	64
307	109	31
265	93	55
323	70	61
174	59	55
306	118	71
124	37	63
216	71	49
273	69	65
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
