200	6
0	0	0
183	40	73
297	98	49
193	42	47
283	79	38
170	52	68
322	101	53
319	76	72
244	55	22
304	97	41
116	46	58
330	72	73
248	85	54
270	102	23
266	100	21
117	43	54
265	82	53
160	54	35
272	99	42
138	51	22
259	73	31
339	83	27
328	88	62
150	50	63
297	78	69
152	57	47
130	29	63
203	72	66
250	56	37
273	64	43
189	52	33
269	101	23
167	56	62
324	93	27
252	63	74
291	68	29
196	74	22
306	113	61
169	48	40
204	51	53
327	119	72
168	56	56
186	42	39
187	55	47
174	56	52
332	107	63
304	62	50
137	34	66
110	30	39
232	78	38
194	73	68
329	116	45
265	97	43
224	56	64
219	64	73
112	30	72
335	104	67
231	88	26
317	88	48
263	73	55
160	35	55
146	46	30
107	35	69
127	43	22
208	72	62
303	83	24
127	48	67
221	64	70
290	106	32
147	55	69
332	91	56
285	65	52
122	37	61
304	89	29
187	72	34
108	38	51
299	83	33
318	72	63
259	85	31
303	68	66
144	34	40
217	48	27
319	99	22
122	41	57
142	34	49
280	66	48
246	76	42
304	69	53
180	52	40
316	101	21
304	120	45
290	61	55
253	56	39
306	86	69
205	68	63
185	69	60
238	76	30
166	47	38
145	49	68
277	100	39
149	50	51
200	53	41
240	61	73
186	66	40
119	37	59
286	90	20
276	107	57
158	63	23
194	74	45
183	49	49
131	49	39
305	98	43
180	39	31
206	59	41
161	58	42
333	129	55
166	35	63
344	123	30
198	72	30
190	53	47
224	84	45
307	104	64
160	53	68
170	63	32
314	116	23
189	60	38
197	63	57
114	38	56
111	34	46
246	52	22
327	107	51
171	67	25
229	80	53
159	37	39
242	66	22
114	36	37
206	48	51
141	39	59
208	80	74
344	90	28
267	86	45
258	79	53
191	59	71
163	44	40
227	63	37
109	34	28
169	58	54
204	67	61
279	80	46
315	117	24
244	57	46
128	30	22
233	63	51
153	48	37
318	69	40
207	42	52
145	54	45
209	62	66
118	30	58
117	40	73
175	67	26
332	102	43
234	47	53
115	41	38
224	87	39
142	36	63
205	41	28
336	114	40
324	109	27
145	36	42
140	33	68
317	90	37
338	106	38
155	59	41
246	68	63
173	68	36
331	102	66
151	47	33
110	33	23
168	43	24
342	70	69
140	48	61
166	36	34
284	81	41
106	23	47
112	36	28
146	47	74
258	94	25
172	40	65
281	110	31
117	35	26
259	95	70
286	103	26
183	51	55
252	79	71
151	50	48
293	75	22
210	81	43
186	60	63
232	89	74
1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
