200	8
0	0	0
233	93	36
116	32	39
336	80	23
247	68	42
237	86	51
107	23	72
267	72	37
306	62	70
322	71	69
121	34	37
121	25	51
329	110	40
249	51	73
253	56	59
203	53	74
281	66	72
194	42	48
335	75	54
270	60	67
176	63	30
180	58	55
267	53	74
254	86	56
153	30	50
256	57	62
260	95	48
110	26	44
343	104	29
147	44	42
171	40	43
170	41	49
114	41	33
314	73	56
228	68	54
342	84	23
196	53	31
303	98	38
191	58	59
289	91	35
183	52	58
111	24	22
156	57	50
172	58	37
308	119	26
142	37	62
227	83	35
215	80	42
280	88	46
184	49	67
175	59	47
236	77	65
264	65	54
151	32	23
189	56	45
155	44	26
317	75	46
155	56	23
249	74	44
261	83	35
322	101	44
144	38	64
224	48	48
183	68	61
334	89	65
253	77	66
255	51	57
319	121	57
194	59	58
230	73	27
111	25	36
125	28	24
251	54	56
273	92	20
300	103	25
183	64	71
242	78	33
109	40	31
140	42	48
196	47	34
258	94	47
239	57	66
201	63	59
276	80	41
187	49	52
308	91	71
173	65	52
177	45	64
286	68	49
107	24	32
343	119	27
332	93	24
321	101	35
179	47	43
296	117	62
305	114	51
222	73	28
187	52	22
266	55	27
342	136	30
311	104	70
320	78	29
145	55	42
205	53	47
199	56	72
342	105	49
218	66	74
166	38	34
168	51	71
170	61	34
185	40	54
330	82	57
273	88	51
120	40	35
151	48	25
120	37	70
251	87	40
203	47	70
229	83	67
215	46	70
339	104	31
154	42	24
315	82	33
290	60	37
179	66	30
181	52	23
338	101	44
195	67	60
239	74	24
262	81	24
263	84	51
177	43	25
214	77	32
151	51	59
318	124	26
336	124	26
344	77	41
142	44	26
340	109	47
265	59	58
331	105	69
302	104	41
118	44	57
268	88	66
228	69	48
164	33	64
267	91	55
135	35	40
212	53	46
253	91	68
245	63	24
322	95	44
229	73	60
112	37	65
168	64	54
234	79	43
163	54	33
319	90	65
241	81	34
326	82	69
168	59	24
266	80	70
257	72	23
322	122	36
179	63	52
146	49	69
148	45	66
296	113	31
114	42	58
264	52	43
328	78	70
108	36	47
132	47	52
122	25	34
344	84	42
267	69	50
325	84	74
119	42	29
131	30	38
155	32	52
200	77	28
284	86	56
293	74	44
308	109	35
120	35	73
113	35	49
248	50	46
109	28	28
318	66	27
