200	8
0	0	0
124	41	22
297	112	26
186	62	37
289	107	43
195	58	28
128	37	55
131	46	66
275	81	65
133	35	30
295	115	35
147	50	73
215	52	57
259	57	49
223	56	39
223	58	70
144	35	63
153	42	53
271	54	33
140	49	66
288	102	54
219	46	30
146	35	52
208	54	21
169	52	51
185	66	45
268	89	44
191	51	68
167	34	71
302	77	65
179	52	30
336	104	57
263	73	36
118	25	65
253	74	37
300	81	37
252	92	57
274	59	70
145	49	32
132	33	59
216	64	58
313	106	30
331	102	25
177	64	42
151	60	28
148	53	65
253	81	22
189	73	44
254	93	49
290	73	44
273	77	50
138	44	20
326	117	25
286	66	49
331	129	72
276	106	72
155	60	68
338	79	74
180	63	38
231	51	66
267	101	31
170	54	42
153	48	54
145	43	46
254	56	45
340	101	38
323	96	22
328	72	47
180	46	73
328	103	24
302	115	55
109	30	63
184	62	68
301	105	33
165	45	42
117	46	35
294	68	28
126	36	41
173	54	73
118	26	48
213	59	57
296	74	66
294	99	55
246	71	36
226	53	22
299	66	73
175	56	53
309	113	68
319	66	31
224	83	52
144	39	64
113	27	56
279	77	71
227	64	51
117	29	30
294	114	20
157	44	22
289	105	35
269	90	46
110	22	65
294	109	38
151	52	38
327	76	35
226	51	31
148	39	42
238	71	28
212	79	33
125	38	33
160	38	35
294	116	59
261	64	63
213	52	65
134	38	52
316	70	21
265	85	66
203	52	30
163	42	41
233	66	22
227	60	53
137	33	55
343	73	50
168	53	20
317	67	31
278	79	23
323	71	58
277	62	53
195	51	66
165	57	42
241	55	48
210	60	62
131	39	59
293	107	40
294	110	73
309	98	61
343	122	52
211	83	49
267	69	62
180	50	58
300	111	40
211	60	51
117	23	41
336	127	73
181	67	50
227	88	42
155	51	33
316	90	51
263	89	55
233	59	22
269	100	20
294	107	46
201	72	34
278	87	40
338	81	34
172	68	63
222	69	47
173	41	54
260	74	60
341	95	35
184	46	23
211	58	28
297	82	37
246	95	40
114	23	33
344	122	52
242	82	51
256	99	21
243	48	50
197	48	63
159	54	38
114	24	27
339	131	46
341	110	41
161	57	71
166	44	34
266	78	37
274	103	48
201	47	42
157	58	65
287	81	22
232	89	59
133	36	26
315	90	58
139	28	51
318	97	69
190	40	40
218	78	71
304	67	34
309	123	28
292	112	55
166	48	26
293	97	55
109	41	45
201	77	42
291	65	35
324	100	22
282	77	46
342	73	65
296	73	65
328	80	46
197	61	40
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	
