200	4
0	0	0
112	41	20
212	80	27
294	104	61
312	73	44
190	49	63
118	46	47
213	73	21
252	60	50
311	77	31
339	70	43
214	61	53
286	77	45
304	116	38
240	86	34
143	38	34
251	67	21
291	100	29
220	67	22
315	86	29
266	86	54
315	83	42
129	37	70
304	81	70
316	96	20
205	50	72
273	54	22
109	36	56
293	115	54
167	65	63
318	82	62
181	72	48
342	99	32
218	56	56
183	52	23
236	68	42
113	37	59
312	102	72
216	75	31
241	89	33
192	52	20
194	62	66
340	71	52
214	72	60
276	76	44
190	66	26
339	127	64
113	38	73
205	57	47
200	74	26
189	71	39
325	79	43
227	79	71
148	49	69
314	64	25
313	97	42
224	55	38
203	57	34
180	48	56
300	117	22
287	67	43
201	69	50
239	54	70
136	27	60
227	83	49
220	47	69
208	58	49
289	89	53
307	96	68
311	76	42
130	28	36
334	112	25
210	66	63
117	29	49
294	64	71
232	53	46
201	56	51
245	69	55
213	81	66
141	46	30
169	50	30
152	41	25
159	31	50
291	104	65
331	89	71
246	79	55
259	66	71
196	39	58
127	35	32
304	88	55
155	50	23
246	67	71
265	100	32
295	63	38
283	70	25
308	98	70
294	89	28
234	77	73
312	63	24
300	61	21
164	63	25
331	73	67
191	57	58
282	81	66
198	71	22
334	78	55
129	29	59
238	69	53
248	72	44
306	118	25
338	71	57
254	97	72
130	41	58
298	91	27
311	89	65
222	44	63
245	66	35
199	49	30
203	54	67
271	82	73
217	47	56
207	60	21
241	58	63
340	89	37
221	64	73
262	70	70
141	51	30
275	104	52
251	94	35
235	82	50
151	43	28
267	66	74
197	41	21
278	103	39
337	82	73
343	75	45
167	61	41
134	45	73
234	62	23
232	76	36
206	55	70
254	83	45
115	28	57
163	39	67
172	45	24
271	106	28
278	110	39
157	58	22
165	57	46
274	63	61
106	31	49
141	39	20
160	63	24
185	50	21
216	71	27
109	43	53
280	97	37
264	75	39
132	52	36
309	76	55
215	66	35
178	54	59
121	36	61
159	44	33
212	46	44
142	35	42
166	55	34
284	104	51
282	71	40
182	59	59
283	64	32
203	50	26
248	74	51
160	63	66
188	62	62
158	52	36
276	99	27
255	63	40
146	34	33
154	57	41
131	51	70
300	111	61
135	38	36
309	63	25
300	99	36
236	65	60
158	35	60
140	30	39
288	93	29
233	85	69
127	28	59
280	79	27
312	87	30
189	73	39
310	108	26
336	122	62
296	98	54
195	73	54
176	57	63
299	81	66
