200	8
0	0	0
296	60	69
149	41	64
258	53	31
156	58	42
206	59	32
319	120	69
333	103	72
120	41	27
295	112	42
262	79	69
328	68	50
265	83	71
118	32	60
281	96	53
205	45	47
322	67	27
339	93	20
307	112	48
119	32	38
113	37	34
275	89	74
260	54	58
240	90	53
277	60	47
283	75	37
274	62	23
195	56	36
335	89	71
153	49	53
222	83	46
327	127	63
230	78	36
135	31	49
226	52	23
294	96	41
179	61	49
111	30	66
342	96	52
231	91	47
189	54	63
214	56	57
185	73	24
278	102	68
119	23	37
241	56	71
262	62	39
220	46	43
180	50	69
134	50	35
254	82	31
142	53	57
259	67	60
329	78	65
294	96	72
132	42	57
111	35	53
185	37	67
251	50	63
305	91	43
148	33	52
326	78	42
262	85	69
294	61	60
327	105	52
146	42	44
166	37	62
212	73	20
123	44	71
308	93	40
150	49	22
313	119	39
189	54	73
335	92	24
106	38	38
232	47	67
225	85	38
336	99	50
340	105	47
264	68	53
202	60	51
321	94	59
124	33	35
145	56	43
107	24	27
127	26	35
326	84	45
109	40	33
268	102	58
260	65	38
137	27	59
258	97	68
171	55	73
303	112	30
175	49	48
124	48	52
320	66	69
216	78	64
160	52	39
236	88	33
107	23	44
217	65	29
174	35	59
182	64	52
187	70	44
181	38	52
323	77	37
293	105	42
143	56	60
257	99	37
321	114	35
259	91	38
223	62	38
117	30	60
296	68	22
290	112	36
277	56	48
335	95	69
187	63	33
209	45	55
305	101	20
124	43	26
286	72	27
146	54	59
336	92	22
296	65	38
327	75	40
175	63	63
337	119	45
176	47	63
138	37	62
149	32	57
288	66	62
202	54	40
176	56	36
234	79	24
125	34	25
216	74	38
127	29	33
226	62	55
108	42	30
301	108	27
165	64	44
151	33	49
299	75	37
235	83	44
296	80	24
302	107	51
314	75	38
283	73	26
225	58	28
292	71	57
248	51	51
140	34	69
106	38	71
125	38	67
318	83	37
300	107	31
149	54	63
231	77	70
319	105	59
164	55	30
254	90	72
270	77	31
305	74	52
219	58	54
171	38	41
158	58	57
341	85	51
332	112	69
168	57	59
269	77	41
223	81	36
191	60	26
131	51	61
292	107	21
265	56	34
182	70	51
238	55	55
186	73	68
123	34	52
313	89	35
315	109	54
335	131	34
275	85	22
254	52	54
212	77	26
198	43	29
246	80	42
337	81	71
254	55	67
197	70	61
337	113	48
344	96	32
293	64	53
218	69	21
268	103	64
216	46	38
295	114	23
252	52	48
