200	8
0	0	0
276	85	28
341	114	68
305	62	66
255	77	66
263	84	43
308	115	28
233	92	22
186	68	68
144	43	64
116	25	36
287	89	61
244	85	34
114	26	48
248	85	55
226	47	69
326	100	27
176	47	70
211	49	52
178	52	63
308	64	59
180	36	29
279	104	37
170	66	31
205	64	41
175	62	60
297	82	40
321	71	54
216	71	44
128	49	47
266	76	37
191	75	50
340	118	23
286	106	56
183	40	46
210	61	56
300	113	67
219	82	71
327	99	52
313	67	61
227	57	33
341	119	27
166	49	32
299	104	73
108	39	71
158	50	72
107	29	53
263	94	60
192	46	58
109	27	37
247	51	69
199	62	53
320	87	50
274	79	59
231	76	27
136	42	25
254	68	52
344	105	26
334	125	47
131	31	31
153	51	28
258	71	48
312	104	22
217	85	66
200	48	54
306	83	74
331	84	54
232	82	61
234	50	67
256	92	71
144	28	58
324	80	46
290	115	36
244	80	46
293	96	71
212	83	50
174	47	48
267	87	68
184	53	58
250	93	59
145	54	60
174	37	30
219	84	57
272	60	20
262	104	67
168	61	21
109	29	58
163	57	36
208	76	44
285	58	67
299	111	23
242	87	20
331	74	72
270	103	50
111	39	56
107	30	61
159	59	58
185	49	62
132	38	53
245	69	28
322	86	68
107	22	38
340	87	46
295	106	33
277	77	42
116	23	52
106	38	51
265	88	22
215	44	20
111	27	45
242	80	73
138	39	71
291	58	57
170	52	70
122	36	31
273	56	51
214	43	68
186	60	37
285	94	59
177	50	38
338	94	74
185	67	30
262	65	55
124	29	51
117	33	58
150	38	23
128	29	64
125	45	54
258	72	33
236	52	45
119	40	41
172	66	25
163	51	31
268	94	42
116	36	55
292	77	56
218	61	62
143	36	53
123	28	57
118	41	35
283	78	68
251	90	35
275	91	45
156	50	25
130	49	73
304	69	33
342	89	40
185	56	62
164	60	51
293	60	25
254	99	29
281	94	28
260	73	25
304	119	36
258	80	59
299	73	72
155	58	67
259	86	48
174	37	45
264	56	42
242	66	39
298	81	24
226	74	34
296	82	39
242	89	46
186	72	40
255	52	32
265	77	37
216	72	40
229	70	24
273	102	54
141	54	69
319	83	39
170	60	50
210	72	43
339	116	41
127	49	34
143	50	21
147	53	21
150	31	74
332	79	69
108	25	62
128	45	62
329	105	42
178	45	43
157	56	61
125	29	44
293	108	49
330	92	36
277	70	59
183	49	49
300	66	22
330	113	61
187	45	22
292	76	67
157	57	39
252	91	61
180	39	69
165	61	55
266	72	35
1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	
0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	
