200	6
0	0	0
254	93	42
252	96	55
278	108	59
147	40	66
116	38	74
342	75	35
163	38	63
176	65	38
319	95	70
211	84	20
158	33	27
277	56	21
314	93	53
114	39	69
263	85	63
240	81	57
271	87	33
279	106	74
259	74	64
139	50	51
240	55	36
298	75	22
214	54	57
243	79	32
271	64	45
337	97	37
153	45	24
133	32	58
191	63	34
280	64	70
160	34	25
252	64	20
338	87	28
267	76	50
235	72	35
332	95	44
124	46	71
175	54	39
241	93	58
136	32	61
297	83	33
262	88	51
230	75	55
134	36	37
209	64	26
201	75	52
163	58	65
287	114	47
279	76	36
241	78	44
248	68	29
179	40	47
335	84	38
191	72	36
122	29	71
343	96	68
280	74	53
109	25	57
334	116	31
118	42	56
173	55	49
214	57	61
150	52	52
220	56	36
213	58	24
245	79	38
239	76	64
188	40	63
338	88	72
228	61	62
186	63	72
225	78	52
301	64	61
137	48	25
132	26	24
123	43	22
256	60	51
266	91	54
202	71	34
316	67	49
106	28	49
132	31	25
329	92	70
239	77	63
206	55	63
286	86	60
183	39	57
310	103	32
277	81	65
210	61	23
313	106	37
213	45	72
237	78	43
119	39	63
108	42	44
307	115	61
334	103	22
112	34	66
318	64	53
120	37	35
260	94	62
222	75	42
282	60	26
188	38	66
252	78	53
182	52	64
316	105	26
144	52	58
234	81	49
302	114	68
297	117	42
258	54	32
176	63	34
113	43	33
188	49	55
254	73	23
111	28	35
133	31	51
271	98	42
191	69	22
137	46	63
285	58	71
339	78	71
172	54	74
161	42	72
326	113	43
274	75	74
251	86	68
180	56	51
275	66	36
295	65	62
308	115	42
175	37	73
298	87	25
214	84	59
256	78	32
303	87	40
137	37	56
200	43	41
138	29	56
304	67	45
304	107	66
171	66	40
278	99	33
129	39	36
178	58	35
276	109	48
167	45	21
278	95	54
331	83	33
200	49	48
112	24	61
216	50	30
215	59	64
181	55	41
225	74	60
109	39	59
319	112	32
265	92	45
221	78	23
280	96	64
166	65	61
280	93	74
189	69	65
226	84	32
231	58	21
339	81	61
210	47	63
135	27	44
276	102	40
124	25	69
225	50	22
175	61	61
197	73	28
146	52	42
260	55	27
286	95	44
235	60	39
132	35	67
317	88	59
139	39	54
222	81	54
239	74	43
144	43	59
151	31	23
278	75	45
178	40	56
129	32	20
159	54	40
159	44	60
292	99	29
222	77	73
310	80	28
148	39	39
336	115	63
205	45	74
288	70	22
124	38	72
184	65	57
1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	
