200	4
0	0	0
189	73	43
298	91	52
182	62	28
242	77	70
295	73	41
256	81	58
245	67	43
156	42	44
235	66	70
200	50	21
207	58	24
189	42	73
330	69	26
136	52	35
260	84	25
221	76	66
160	35	45
252	72	41
263	101	41
343	69	41
188	71	21
109	42	60
234	46	27
311	82	65
264	93	42
175	44	72
213	43	60
319	108	53
115	26	29
164	49	56
218	66	23
134	36	41
303	70	37
328	69	68
192	70	41
218	47	38
238	65	23
328	120	67
286	93	21
202	62	38
335	71	55
260	74	47
245	57	35
318	107	25
198	42	54
256	59	67
317	68	43
241	80	56
249	73	43
331	71	41
182	72	31
300	60	47
256	79	39
294	99	47
187	48	48
264	98	49
330	117	62
315	81	37
185	73	44
211	65	70
234	46	44
245	51	71
251	95	42
278	75	45
265	88	68
272	90	65
232	80	34
168	45	46
341	72	24
249	82	54
189	53	36
290	73	31
202	65	53
327	129	43
113	44	61
245	49	47
315	122	39
132	52	34
217	48	25
269	92	66
258	71	21
184	49	22
121	46	30
218	84	45
251	59	26
176	38	28
204	51	39
176	59	49
151	45	34
301	86	70
151	40	69
234	48	64
177	60	40
336	101	74
308	92	33
203	69	64
317	111	26
172	46	62
196	59	34
314	70	29
198	60	35
252	100	73
295	117	20
250	69	52
233	90	74
238	61	51
180	70	54
133	44	33
199	63	39
136	41	59
311	67	33
290	93	42
338	133	48
131	32	56
130	48	23
145	57	47
162	34	52
139	51	21
124	29	71
119	26	32
251	96	39
277	62	62
117	44	44
190	48	50
127	32	46
196	48	43
153	36	66
220	51	28
107	33	29
124	37	28
169	67	42
164	35	59
141	51	57
304	79	28
295	106	46
224	80	57
137	33	46
146	51	28
159	50	72
294	63	56
159	37	46
252	76	35
205	81	39
205	80	38
194	58	23
115	30	72
179	42	68
194	42	64
274	75	64
270	77	32
296	80	26
277	60	20
280	88	33
159	55	54
279	94	50
336	83	50
312	107	47
129	35	33
193	75	37
162	52	23
243	68	22
309	109	25
344	101	21
212	45	53
200	47	58
200	76	67
158	46	63
215	80	35
140	54	27
185	71	39
229	57	26
339	78	36
326	102	42
167	63	52
331	105	59
307	90	69
194	76	42
270	81	21
155	45	65
342	68	20
158	53	32
293	94	62
230	59	41
181	60	63
190	46	44
299	97	36
235	55	73
343	96	44
263	73	29
194	60	32
123	43	55
199	79	67
153	56	66
137	42	64
128	29	24
307	92	40
213	52	31
279	104	57
166	40	27
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
