200	6
0	0	0
172	54	63
111	43	66
121	27	25
303	83	43
176	38	51
330	66	37
270	74	35
206	56	48
173	59	38
297	65	55
276	95	47
231	72	27
165	36	40
285	112	73
211	66	57
219	64	40
299	94	51
172	56	22
130	35	47
205	54	53
248	75	72
188	57	69
220	56	56
272	102	37
161	33	71
201	41	52
122	48	52
243	64	32
272	79	27
251	67	64
157	36	23
123	42	41
139	34	72
184	40	65
133	27	74
119	24	30
151	37	30
145	50	70
266	76	45
326	70	53
323	78	57
257	98	70
213	60	46
249	82	26
197	50	21
285	110	47
315	77	74
335	111	31
169	52	58
259	70	64
263	78	63
139	45	73
335	85	33
266	57	46
294	111	43
164	49	28
265	94	27
110	34	33
296	107	44
268	79	31
270	90	24
187	63	48
172	56	32
107	25	38
287	59	65
231	48	38
197	76	21
114	40	63
167	61	24
296	79	61
313	66	55
162	55	66
234	47	74
232	51	59
191	42	37
161	32	69
304	77	48
297	106	40
248	67	29
113	28	70
259	52	24
245	71	66
153	56	39
134	49	39
264	93	66
274	108	63
257	91	56
179	36	26
340	128	60
249	84	71
325	99	35
311	65	28
137	49	69
221	55	30
307	105	44
276	65	25
116	37	66
148	31	25
148	50	67
206	53	71
329	117	44
276	85	45
160	50	73
339	126	27
207	43	35
140	28	69
305	116	35
137	37	24
116	39	56
127	30	42
163	54	22
161	41	74
308	99	58
161	43	54
269	74	44
323	121	62
207	82	72
128	46	38
205	46	20
219	64	64
127	33	45
236	60	72
288	99	48
329	85	64
202	43	24
300	73	39
313	64	22
310	107	62
344	136	57
344	87	52
327	119	21
309	69	41
314	112	32
180	71	62
233	68	38
227	72	64
254	72	44
118	42	37
315	98	30
122	39	25
316	117	23
119	31	70
223	50	37
170	65	30
284	102	32
170	51	45
308	114	60
143	45	31
332	87	49
280	79	55
161	50	29
298	91	51
304	121	33
126	30	26
333	104	51
204	73	71
207	64	57
225	83	68
120	45	31
280	70	50
283	75	59
334	106	26
222	53	24
207	69	29
208	70	35
232	79	20
154	34	24
272	97	25
243	56	39
274	84	65
226	46	23
341	87	33
341	103	41
242	49	24
175	53	68
224	85	68
341	119	32
251	93	64
209	75	74
309	81	29
183	66	45
190	74	29
199	46	47
200	57	52
271	98	46
173	48	34
339	87	44
160	36	46
205	65	33
121	26	55
335	111	59
166	37	38
325	110	55
150	37	34
227	85	54
176	56	74
150	48	26
317	97	74
251	64	41
1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	
0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	
