200	6
0	0	0
139	35	69
184	58	41
127	29	51
341	129	53
175	61	64
180	71	42
239	70	31
261	81	52
333	127	59
249	68	37
200	69	70
212	49	51
194	56	47
336	92	21
261	58	57
236	82	44
342	111	25
297	106	55
308	102	50
293	73	23
167	46	53
172	42	61
310	107	52
292	62	68
250	78	69
237	82	55
107	31	72
267	74	27
219	84	63
334	91	64
255	84	67
234	50	63
237	61	20
163	39	27
163	33	48
145	31	35
110	43	55
206	50	51
339	69	34
180	65	60
266	84	27
218	63	39
313	75	67
175	42	46
196	74	25
171	55	66
128	36	49
161	52	40
141	37	28
291	79	23
276	79	51
181	62	30
127	28	70
177	38	58
157	45	41
225	56	71
299	108	28
176	69	27
210	72	69
312	115	32
339	112	50
218	64	45
221	65	32
130	48	58
173	44	20
309	118	42
318	90	42
225	46	73
256	101	63
225	87	29
247	80	68
305	83	58
298	66	73
206	57	66
168	43	64
117	24	59
178	44	22
322	88	43
253	58	57
149	53	63
130	34	71
294	73	38
258	56	56
221	81	40
171	38	74
157	36	27
113	44	70
201	64	36
109	34	73
265	105	63
151	60	64
307	67	65
148	32	35
331	123	27
206	71	63
175	45	20
304	84	73
218	72	46
341	103	31
268	58	42
327	75	25
333	116	59
287	67	32
156	37	31
274	70	28
113	41	40
174	36	45
217	52	44
286	92	68
127	45	30
197	52	27
315	91	58
229	62	65
321	69	21
241	61	26
209	68	55
113	39	72
261	79	42
151	34	72
211	80	33
117	31	35
274	92	72
294	73	36
315	66	38
254	53	50
266	58	52
241	58	25
253	88	54
173	48	20
132	27	45
134	34	37
107	35	34
174	56	71
171	41	45
138	44	53
126	31	44
206	49	33
307	110	49
133	36	53
179	67	50
319	98	34
175	60	39
162	35	36
272	100	38
216	59	46
226	47	38
182	67	51
245	76	29
289	88	38
340	106	22
196	54	67
309	107	35
251	77	54
159	34	71
239	91	29
117	36	63
172	48	24
315	69	66
325	105	20
138	31	39
326	107	39
119	26	42
297	76	40
314	77	24
137	33	54
329	93	61
216	48	27
225	58	47
331	120	45
339	112	67
196	73	40
206	54	26
244	55	46
170	50	55
314	104	57
325	109	71
156	41	70
320	122	39
111	32	69
151	38	56
138	48	42
288	78	50
218	61	63
187	39	47
210	54	73
217	43	41
220	81	42
164	40	65
106	33	65
233	67	62
239	49	42
192	50	73
253	51	30
302	105	54
263	88	41
120	40	37
270	101	22
127	48	43
211	74	63
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
