200	8
0	0	0
270	92	44
247	59	66
211	42	65
220	86	54
148	42	48
324	69	27
155	53	67
185	55	58
257	57	74
113	23	73
343	107	63
111	35	25
262	58	38
161	58	54
329	73	32
320	127	42
225	57	46
276	75	59
204	55	44
336	128	31
129	40	63
169	37	68
293	68	58
246	54	73
248	68	50
295	74	34
291	109	35
250	54	57
259	76	20
134	27	60
197	68	63
337	120	66
315	79	38
231	54	58
287	91	52
160	54	71
115	41	72
166	48	44
166	35	58
263	89	39
166	57	68
293	95	71
205	80	33
341	135	62
322	102	64
263	77	40
130	35	24
324	71	42
184	65	23
302	108	22
156	55	63
330	81	65
250	66	52
226	75	63
289	99	60
159	48	70
133	44	36
237	85	65
344	92	44
122	29	73
150	47	49
338	124	28
151	45	33
218	72	55
206	62	73
178	47	42
201	62	50
127	39	28
135	40	64
111	23	45
324	90	35
281	75	43
308	77	31
253	54	56
177	51	41
197	68	64
331	123	28
276	109	33
157	55	66
242	78	40
300	70	60
225	57	48
214	57	69
228	47	44
268	87	36
240	52	23
133	37	35
302	103	47
167	55	54
123	46	33
183	69	33
327	102	22
293	78	52
221	81	71
319	68	24
123	30	53
269	86	68
204	81	56
282	104	41
190	47	43
256	59	21
294	69	52
158	49	61
145	46	52
115	43	34
136	34	57
281	58	40
321	78	51
131	51	31
179	44	30
211	81	56
310	70	37
136	45	57
328	95	70
279	90	52
138	46	63
304	105	61
236	76	65
298	112	41
208	59	58
258	65	52
212	76	26
204	70	25
302	108	60
161	59	33
313	109	35
182	39	21
229	76	52
151	47	63
203	48	67
174	50	61
133	34	36
158	37	50
314	65	40
296	86	43
175	68	35
209	71	52
301	88	37
184	65	47
188	62	36
155	52	65
136	53	70
331	87	21
133	39	28
234	76	51
235	68	66
265	83	45
170	39	54
333	83	60
217	52	64
312	122	35
152	51	74
307	112	20
169	59	33
292	87	54
334	104	51
199	63	31
238	58	60
276	58	24
127	29	56
283	67	20
339	87	20
244	70	66
178	69	69
148	34	46
260	64	22
235	59	67
118	35	45
250	55	58
261	69	54
247	88	71
154	32	21
267	87	35
179	53	30
236	50	49
247	63	37
255	53	64
197	73	56
165	57	57
285	113	20
326	119	33
337	71	45
181	62	53
123	34	32
286	100	54
217	74	55
313	109	29
194	71	64
166	53	32
286	95	37
156	32	20
209	57	54
158	46	39
329	112	41
204	72	53
292	99	73
108	34	22
306	97	27
109	41	41
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	
