200	8
0	0	0
151	41	60
151	48	29
315	98	50
224	47	62
185	64	30
130	43	40
149	56	45
189	51	33
312	111	40
190	51	73
266	75	49
232	53	22
330	89	49
157	52	60
306	70	37
313	111	38
314	107	26
328	103	64
131	48	65
205	48	63
207	63	27
252	65	60
226	65	60
111	34	32
250	57	55
319	105	42
248	88	28
249	78	68
249	84	63
223	58	72
343	71	64
281	57	36
170	34	22
154	46	34
110	23	31
264	83	41
299	109	38
327	120	24
326	95	53
309	96	60
264	93	35
136	50	21
305	120	46
320	127	27
325	122	66
162	55	62
148	46	26
197	44	34
244	78	44
271	57	39
202	74	60
141	46	41
268	78	30
291	85	48
324	84	48
291	87	74
336	70	50
191	46	40
215	77	40
118	43	49
116	43	55
228	90	23
149	41	26
225	74	30
175	56	34
140	38	30
236	86	62
271	91	60
308	98	36
295	80	51
269	106	53
258	94	59
141	29	34
267	91	38
288	62	47
186	43	47
133	31	22
218	72	43
106	23	32
231	48	55
236	48	47
308	111	26
167	34	24
238	48	58
133	48	36
119	40	28
116	28	28
212	53	36
155	48	48
182	59	26
307	117	29
187	54	21
265	57	65
129	50	27
153	57	29
256	83	32
200	41	69
333	118	33
215	76	33
336	127	55
232	49	42
265	63	55
157	57	26
138	36	48
277	80	53
148	31	55
137	43	26
289	64	47
180	69	63
309	106	72
218	51	74
303	91	53
303	83	70
340	84	22
154	35	71
192	53	68
298	92	23
211	80	72
306	99	71
190	69	74
242	57	47
307	73	51
318	103	28
111	38	31
106	23	71
263	65	47
306	73	54
297	113	44
234	58	72
317	72	31
117	37	43
110	42	24
110	42	67
151	40	65
139	43	24
142	43	22
256	76	55
235	75	64
130	37	21
236	89	57
262	58	62
197	45	46
258	70	46
246	58	31
138	52	56
302	80	68
118	29	46
213	78	46
294	65	49
286	94	47
249	89	27
270	78	63
230	57	68
213	52	72
206	49	26
344	108	64
297	103	52
289	85	40
187	72	38
291	90	31
129	31	73
298	117	41
127	33	46
268	100	53
139	48	35
182	63	44
134	48	57
203	50	62
224	64	53
184	67	74
339	128	41
112	40	27
259	88	21
214	85	43
271	105	74
276	85	64
283	111	37
279	99	36
308	113	47
228	62	44
264	71	65
227	51	71
168	59	45
166	33	62
147	40	23
120	41	26
338	82	47
181	65	37
109	39	33
300	80	56
326	114	69
222	77	70
292	75	59
192	43	28
246	51	42
342	87	43
275	104	64
328	90	55
230	54	33
