200	8
0	0	0
266	72	56
143	52	70
183	48	61
338	77	53
142	47	20
147	42	45
226	55	63
242	77	73
245	89	42
294	114	36
210	74	56
132	49	57
157	43	27
280	79	67
123	35	46
152	50	56
342	109	22
289	104	36
275	67	46
196	67	55
272	61	31
130	32	74
167	49	65
145	49	67
131	48	34
274	57	41
157	58	24
221	84	46
127	49	29
156	31	58
287	104	70
303	66	34
251	50	43
320	107	23
341	73	56
178	39	52
317	122	54
293	60	40
295	107	61
219	63	38
153	47	33
268	56	58
165	48	24
262	75	40
163	41	25
227	67	24
271	76	21
176	64	61
240	54	73
227	56	40
207	80	25
226	55	55
268	59	72
245	67	56
254	85	36
339	76	53
174	65	29
225	51	29
261	82	73
243	94	53
180	52	20
329	124	37
183	57	21
115	35	34
256	77	55
234	92	61
257	86	68
206	73	25
283	74	50
131	51	35
148	56	52
193	63	74
142	36	56
147	44	48
147	53	51
325	117	39
107	42	48
113	43	63
254	58	59
230	58	56
211	67	53
155	44	35
108	26	51
292	79	57
140	38	60
204	54	21
173	59	41
344	80	61
320	67	40
271	86	51
286	62	23
157	38	63
156	51	35
324	71	71
233	64	40
215	50	31
276	66	36
169	47	62
291	62	24
189	60	62
161	42	27
154	55	46
304	121	41
196	60	61
253	56	20
205	59	72
223	58	31
232	56	35
244	72	29
213	84	27
274	106	51
124	34	50
298	64	52
123	42	24
130	28	71
311	117	27
210	60	37
196	58	21
270	61	48
310	92	59
312	93	33
291	106	24
280	57	24
238	58	33
167	41	40
141	42	24
170	51	25
251	84	49
257	69	30
120	32	40
129	32	32
150	51	24
129	49	45
137	42	46
161	44	31
324	85	53
143	49	26
124	37	40
335	67	70
341	88	36
187	46	49
175	66	25
267	68	74
184	67	28
117	44	28
317	83	31
307	69	29
174	40	56
181	60	23
318	85	41
306	71	51
217	73	56
196	57	52
125	30	67
171	51	50
248	89	41
300	73	28
188	40	72
129	41	32
126	47	46
269	100	52
316	125	66
198	72	46
287	77	32
295	109	37
187	71	22
334	81	38
130	35	48
116	32	69
336	96	70
311	115	51
227	86	52
343	85	25
154	36	34
301	118	59
150	38	47
165	34	36
144	49	68
258	88	61
195	54	40
282	91	70
153	59	22
153	40	42
270	74	49
259	79	34
236	77	69
344	130	26
225	53	59
165	48	67
255	67	44
155	54	56
225	65	36
245	80	47
214	71	33
106	38	51
303	76	27
164	58	20
242	65	59
119	31	47
