200	4
0	0	0
294	64	37
233	61	21
246	62	21
144	44	29
281	61	53
112	28	23
228	83	68
269	74	66
222	83	43
145	44	49
165	59	43
303	76	32
335	111	25
167	35	73
199	66	71
170	43	26
328	76	39
116	38	28
226	59	30
161	40	70
132	46	30
342	89	70
172	39	27
250	88	20
130	42	45
181	42	33
307	66	58
201	63	20
306	72	38
266	62	52
298	85	37
189	42	35
292	84	29
325	124	25
234	57	23
342	117	45
172	60	39
282	104	29
274	75	46
324	76	59
250	56	72
307	73	40
117	23	57
321	76	48
221	57	54
276	77	33
281	78	48
298	78	57
120	47	20
270	72	35
305	106	29
142	32	29
142	43	36
169	52	67
208	58	64
232	59	68
132	28	62
168	61	42
300	101	34
142	39	57
212	73	74
261	97	45
278	73	62
136	47	39
312	115	63
172	45	37
222	80	23
324	119	49
208	62	22
200	67	42
317	124	32
175	50	31
300	115	46
137	35	58
203	53	62
281	57	58
287	61	22
146	51	62
340	105	68
249	82	56
335	70	63
321	83	42
282	58	50
151	41	57
191	65	52
315	107	45
259	70	62
317	100	26
328	87	21
249	88	72
295	80	58
171	41	61
229	79	40
155	60	64
326	71	22
116	45	32
146	32	64
220	68	54
220	80	67
316	102	33
243	82	29
199	79	26
322	118	54
254	64	32
145	55	57
143	32	71
254	72	54
169	56	39
219	85	49
328	117	61
323	97	51
197	51	67
140	53	39
174	59	34
233	69	52
256	92	32
250	74	36
276	86	59
314	78	33
185	42	34
333	129	57
259	62	35
153	43	38
180	58	24
155	39	61
130	38	48
249	66	63
195	46	48
170	55	24
275	62	31
221	80	52
247	67	27
194	50	52
319	105	20
224	60	20
233	65	23
191	74	58
127	42	61
228	51	29
291	101	32
253	63	57
259	63	35
231	66	50
142	41	21
217	72	27
201	51	35
217	69	33
211	42	43
229	49	44
128	40	62
344	86	67
308	100	70
162	45	36
236	54	44
243	95	52
309	116	55
199	69	59
206	53	56
189	41	60
121	45	68
199	71	52
169	46	62
141	43	62
183	65	69
303	97	50
289	66	59
163	44	51
224	73	41
311	113	49
274	67	62
167	33	35
299	118	57
227	60	32
216	55	70
313	99	64
318	123	30
265	57	44
106	29	26
159	39	33
290	108	48
171	53	26
137	39	27
128	43	50
226	75	35
244	59	67
322	84	28
250	75	68
291	116	42
179	37	45
223	47	65
123	42	55
318	102	27
312	101	66
312	121	58
200	42	29
335	108	31
304	77	23
238	63	37
235	74	23
1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	
