200	8
0	0	0
210	48	63
172	42	53
328	81	42
233	71	61
246	92	35
129	32	61
301	71	32
174	54	69
240	81	59
314	110	21
342	84	64
296	104	42
210	77	64
339	113	20
145	47	34
260	61	55
117	28	40
316	122	68
220	65	24
322	86	64
327	75	73
139	42	67
119	44	30
305	64	64
317	113	29
318	100	52
335	129	39
108	26	60
177	44	21
220	87	50
176	49	39
130	46	22
149	32	27
243	62	47
108	27	40
329	92	31
323	91	51
192	42	71
258	73	35
213	70	26
194	64	51
147	49	66
328	119	59
242	64	68
185	38	58
183	49	62
328	117	39
228	47	45
343	78	60
162	35	28
187	69	67
337	132	49
324	96	30
190	66	32
187	66	36
291	79	48
157	36	36
110	35	35
220	86	34
246	65	44
188	59	40
161	57	63
176	63	44
242	94	48
306	89	21
225	63	20
190	62	62
262	78	48
165	56	68
207	55	46
264	93	40
118	25	49
231	59	69
296	111	41
252	83	64
216	58	38
230	46	21
330	86	25
289	72	41
290	99	20
280	95	53
158	31	55
118	42	48
258	64	57
208	77	25
317	89	66
161	63	31
156	41	33
296	92	52
155	49	74
249	83	32
169	37	42
343	107	61
315	78	57
141	46	50
180	67	48
178	62	59
261	66	36
132	37	42
297	76	35
142	35	68
185	68	66
322	119	71
327	66	34
269	100	37
307	74	58
301	112	29
123	36	22
306	109	72
305	116	37
245	66	41
293	92	63
241	67	53
251	65	48
216	71	26
241	60	54
239	91	74
164	33	54
301	113	73
277	59	36
248	85	46
243	51	44
344	79	71
232	66	51
287	108	49
341	90	61
256	83	64
174	61	38
299	113	30
147	57	42
210	52	58
123	47	38
126	33	60
223	44	40
280	84	74
241	81	35
200	46	62
261	56	26
252	95	52
328	119	68
343	90	35
165	36	47
255	99	74
167	59	44
133	37	24
191	39	51
192	57	60
293	83	74
319	121	68
245	67	21
297	68	20
209	78	29
139	54	42
329	112	61
324	113	48
182	41	74
107	38	64
186	66	52
110	33	32
253	53	68
193	52	50
287	90	28
155	59	38
162	40	64
268	56	72
295	64	33
244	62	63
298	99	54
319	85	67
130	43	53
193	73	36
206	41	55
162	39	40
231	76	46
109	33	69
230	81	56
246	73	43
274	75	67
151	54	32
176	64	46
324	125	48
150	32	56
316	65	46
121	35	34
124	31	39
211	79	22
320	65	58
183	66	38
334	67	69
287	97	57
334	95	67
144	53	43
295	109	60
309	84	50
330	93	65
249	98	37
121	32	34
115	30	58
117	42	40
