200	8
0	0	0
112	40	45
339	125	29
325	83	32
253	67	31
119	43	50
269	100	57
147	29	21
239	76	25
161	62	33
287	101	74
303	81	35
327	78	37
140	49	51
334	81	60
230	59	51
186	52	37
285	111	42
298	82	69
151	58	67
165	52	44
171	48	35
210	62	38
245	61	28
134	43	36
154	40	61
323	93	45
241	58	28
202	78	66
113	28	50
183	66	38
266	70	50
341	91	43
233	46	50
249	92	61
183	48	43
183	50	71
216	77	35
283	107	44
127	25	62
269	74	33
220	54	70
158	55	39
122	37	59
328	71	59
301	87	31
342	97	27
220	69	31
309	111	57
243	75	45
317	114	61
303	82	21
181	38	61
258	77	67
179	46	21
110	28	45
245	93	26
160	47	26
340	126	20
147	32	27
332	128	46
109	42	53
179	47	69
334	107	54
161	41	41
336	132	64
251	61	74
109	22	28
217	67	23
230	81	46
167	35	55
242	84	55
312	116	48
224	50	71
286	68	71
283	71	49
111	35	26
337	76	67
155	60	58
190	71	73
242	49	72
159	52	37
112	42	71
199	47	37
180	41	20
216	83	26
186	50	27
250	65	37
220	61	62
323	105	23
214	43	66
173	42	26
281	88	60
316	96	25
154	39	53
229	49	48
203	41	53
153	56	35
201	51	52
333	92	53
187	53	41
155	54	35
140	33	72
263	98	60
211	45	27
170	41	70
231	80	74
176	65	47
154	57	22
226	68	41
177	57	50
241	83	74
269	72	65
135	27	26
255	59	20
172	64	68
231	82	61
222	47	21
292	81	49
223	66	26
293	68	54
264	83	47
147	44	23
155	36	66
339	88	60
320	83	44
164	44	73
234	73	54
175	43	66
138	53	64
221	49	39
278	59	43
111	28	36
317	65	32
124	48	52
121	35	66
262	79	40
153	39	29
311	90	32
259	84	69
226	85	37
224	52	41
121	35	42
214	81	29
216	67	59
268	102	36
303	117	70
291	94	53
205	62	54
251	50	27
305	88	24
166	46	43
118	26	29
328	108	71
128	49	46
150	44	72
114	34	53
281	63	20
109	41	64
179	58	48
132	45	20
168	42	68
161	54	61
251	83	72
149	32	61
173	62	38
240	82	31
164	61	72
137	48	63
223	66	66
268	74	30
198	74	37
234	60	31
294	103	54
127	40	71
207	76	70
143	51	50
153	61	69
331	128	59
293	108	54
334	99	73
109	42	23
236	48	32
192	44	60
256	73	70
164	44	69
148	32	51
138	37	74
171	48	61
179	38	27
238	86	66
317	115	37
317	89	36
260	66	47
145	36	71
287	78	52
246	90	31
273	55	71
216	67	32
216	48	37
1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	
1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
