200	8
0	0	0
107	37	53
122	31	29
120	43	30
115	37	56
251	60	70
112	39	46
171	67	67
333	100	20
212	84	30
261	98	44
251	84	45
222	71	44
154	36	45
274	69	69
265	85	43
108	21	37
171	47	60
123	49	74
176	61	52
133	37	32
122	39	55
166	55	22
113	24	40
110	37	20
234	61	42
305	84	30
307	120	43
326	99	43
290	92	51
266	82	32
176	41	47
267	81	22
283	82	49
330	120	24
137	28	63
340	80	66
285	109	44
281	66	51
116	44	42
281	106	66
270	57	62
110	26	58
233	65	44
305	65	52
252	72	66
261	79	39
175	40	35
248	70	73
120	37	50
287	98	53
185	48	52
305	83	57
243	49	30
317	98	41
166	53	65
335	120	35
296	113	60
332	66	65
299	62	61
343	79	43
268	65	73
211	50	55
282	70	26
290	113	43
343	109	40
106	37	28
153	44	25
254	56	68
224	60	31
173	53	28
305	78	34
139	53	58
282	61	42
235	63	58
327	88	68
122	27	25
337	79	48
182	60	49
342	95	60
122	45	37
115	27	59
277	97	67
303	87	42
284	111	48
161	44	24
303	86	74
186	67	65
179	63	62
195	67	50
223	78	25
331	72	57
302	72	49
238	54	49
275	86	47
282	69	33
223	65	27
283	110	42
127	36	38
213	82	25
281	89	46
336	76	68
245	68	61
266	54	65
341	93	27
258	55	29
317	89	36
290	96	57
250	74	70
169	39	63
329	124	48
195	41	24
220	84	69
130	27	51
341	77	37
223	85	23
150	30	26
136	43	52
227	80	68
183	51	30
143	46	34
193	59	54
246	73	40
328	96	29
161	57	35
209	51	33
284	109	62
255	84	30
303	84	70
214	47	48
250	77	65
150	30	68
337	86	55
334	70	58
325	126	54
271	103	32
201	71	55
146	37	71
134	45	28
162	64	62
275	79	67
270	91	67
298	71	70
185	66	59
171	67	26
134	45	67
180	65	46
300	72	73
303	107	28
317	110	49
224	69	42
294	110	23
241	56	36
329	71	72
303	71	36
202	49	49
282	66	56
119	41	67
161	44	67
335	114	72
242	73	28
181	62	40
279	64	50
312	108	72
204	56	74
333	100	44
256	98	42
319	116	66
300	70	67
136	52	33
143	34	68
324	86	33
242	90	35
135	35	58
258	78	55
176	42	47
110	39	54
149	45	60
240	62	53
171	44	74
251	81	62
189	67	56
160	61	61
188	40	20
165	54	73
128	45	28
242	92	42
182	52	74
118	25	54
210	57	27
249	88	62
206	43	69
251	95	54
280	81	48
118	30	64
304	99	22
210	45	30
125	47	73
275	74	22
317	65	34
1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	
1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	
