200	8
0	0	0
225	53	74
255	78	58
180	61	72
141	49	43
225	48	55
204	74	71
213	64	58
109	37	60
301	86	62
316	86	50
130	39	28
141	50	28
206	79	33
144	46	26
162	57	51
273	81	41
123	43	23
138	44	73
263	73	37
211	46	69
300	88	68
133	49	74
171	41	25
296	107	26
106	39	60
311	90	26
108	26	65
302	83	21
306	69	27
267	99	71
322	87	33
167	40	73
179	66	59
264	98	62
265	90	35
119	34	20
242	86	48
248	72	61
334	86	58
169	55	29
170	51	74
291	93	36
302	102	51
141	46	31
154	43	66
231	55	65
224	47	72
314	97	21
192	40	48
217	69	52
240	62	29
166	34	28
301	82	50
147	54	58
257	90	25
271	70	50
227	63	37
197	73	57
225	54	41
281	63	52
199	75	43
193	73	50
310	82	34
191	75	21
308	105	33
181	43	27
322	75	69
218	53	32
338	111	72
317	106	59
309	80	21
231	55	47
202	54	21
123	26	72
181	39	40
266	94	40
216	54	69
259	79	27
300	76	29
169	54	68
151	59	37
125	37	68
145	37	25
149	47	39
290	63	21
252	67	20
129	38	32
280	67	62
128	46	20
276	94	27
111	22	45
210	63	47
275	91	38
307	117	33
233	76	74
291	93	26
269	66	33
131	35	26
270	61	31
175	66	52
138	49	35
293	109	46
340	134	45
262	52	72
275	71	59
261	91	27
272	72	65
256	56	33
341	130	73
200	56	60
170	55	21
297	85	25
287	113	53
261	80	74
163	36	62
152	56	68
213	70	40
212	77	70
191	64	61
305	78	41
245	81	25
276	103	70
324	80	57
308	88	40
113	25	60
227	49	34
263	83	20
163	48	73
215	75	62
187	74	47
294	107	24
166	63	65
217	83	61
147	51	73
326	117	52
236	55	50
330	107	38
287	112	59
321	103	60
121	28	59
142	41	48
268	85	69
177	68	37
162	37	50
214	71	36
287	82	57
212	56	23
298	93	46
330	85	54
276	57	59
195	69	53
213	47	30
307	100	34
127	44	66
308	63	33
193	67	66
144	57	72
179	57	39
257	86	73
148	54	27
277	95	56
223	45	35
229	67	21
160	39	55
138	27	36
276	84	25
223	50	35
324	81	25
154	45	57
326	114	72
248	63	37
261	61	68
113	24	37
155	40	36
108	32	54
182	67	31
