200	4
0	0	0
304	63	26
242	67	28
200	59	57
183	62	56
158	45	34
276	101	46
296	70	41
149	42	54
297	74	48
244	69	39
244	70	23
107	39	70
246	49	63
312	115	64
135	33	63
151	54	52
106	36	48
203	48	74
159	41	69
299	98	25
126	35	63
291	59	45
273	107	44
219	46	56
303	90	36
337	121	35
191	43	61
301	80	69
253	63	72
257	55	72
218	87	47
259	81	67
203	60	62
179	48	21
107	27	33
244	61	36
318	113	44
221	80	48
325	128	65
181	63	23
308	98	27
158	41	44
326	90	39
173	43	66
199	65	48
192	53	50
274	107	60
279	69	22
238	75	66
199	60	25
290	59	47
278	90	49
293	60	30
211	83	47
109	33	33
320	111	42
246	56	46
197	48	65
151	48	69
120	40	35
333	101	62
186	61	25
279	94	24
284	76	28
175	35	72
235	58	34
312	114	47
181	52	23
219	75	52
107	22	41
216	58	68
142	36	60
138	52	55
193	55	68
312	99	36
233	81	28
194	49	56
171	61	62
296	91	45
344	105	62
220	87	63
110	39	57
339	121	46
236	60	64
329	82	39
229	86	55
324	77	51
163	33	27
119	29	54
243	90	62
267	83	29
180	70	30
229	86	26
311	116	61
343	131	57
151	30	71
246	96	59
294	96	28
111	35	49
238	54	48
319	106	24
220	61	48
206	51	74
219	80	23
199	57	24
341	73	60
198	41	21
309	87	65
267	62	56
215	73	30
142	34	43
272	70	57
322	94	63
245	75	21
218	81	51
332	110	43
188	40	25
146	50	54
137	34	64
216	46	36
253	63	46
249	99	35
121	44	53
335	77	43
221	65	56
317	98	24
245	64	54
282	88	34
326	111	20
232	90	21
327	78	41
199	58	70
166	63	31
313	107	52
109	37	41
314	78	53
342	133	40
280	62	25
291	94	64
173	56	51
215	81	25
274	65	40
321	86	73
138	40	25
215	57	24
130	39	48
313	86	22
331	102	54
165	41	38
122	28	58
316	104	21
328	106	60
267	96	42
208	45	34
290	112	20
191	73	44
158	32	58
236	54	45
219	47	27
235	63	66
236	51	70
232	78	45
127	44	54
166	54	58
325	121	71
202	48	63
196	65	68
181	68	71
306	82	45
122	28	30
145	32	23
307	108	60
172	50	35
131	47	32
190	56	43
259	93	48
238	85	21
252	97	30
161	58	74
148	49	64
153	35	47
301	73	41
129	47	27
131	29	45
280	100	26
232	53	46
296	116	62
157	38	24
267	77	27
337	88	49
236	74	72
219	50	25
110	34	74
128	26	27
