200	6
0	0	0
228	81	39
289	76	61
124	32	22
264	67	52
239	94	52
343	74	40
149	35	54
232	71	43
231	63	47
262	59	38
197	67	54
220	53	35
234	89	21
113	28	47
214	82	52
259	61	22
312	74	69
115	45	42
314	95	44
245	84	67
157	54	54
195	51	50
330	67	39
201	65	64
287	90	20
329	90	43
256	51	47
282	73	44
160	57	32
174	52	53
228	78	46
239	87	28
127	32	67
171	50	55
316	115	43
296	117	40
255	59	60
234	81	36
154	34	25
248	96	46
222	85	52
175	59	69
243	84	48
256	83	23
197	77	36
338	133	47
318	84	53
208	54	39
244	51	51
131	31	26
225	64	40
312	90	41
180	39	33
260	79	27
317	124	70
106	33	56
145	53	50
244	61	46
288	104	44
320	67	44
234	74	54
297	112	39
150	38	24
309	64	27
320	107	32
335	123	23
322	127	59
325	108	23
252	54	50
309	81	66
226	65	45
132	39	47
108	24	31
197	66	72
233	76	53
328	101	43
309	97	45
111	32	62
315	122	70
152	52	53
221	80	59
150	37	39
157	57	21
116	32	25
155	36	43
110	31	42
220	52	36
228	66	45
319	94	24
124	48	40
303	117	54
237	59	63
342	105	35
251	68	58
119	29	21
286	112	57
276	106	64
130	46	33
203	50	54
294	94	62
284	67	59
267	58	74
169	66	24
325	82	50
218	57	49
207	77	51
323	95	20
122	27	35
323	100	29
184	54	42
188	47	49
167	47	31
241	68	27
130	28	23
194	42	31
143	36	44
196	52	63
311	90	68
268	81	50
142	48	51
196	54	51
232	77	45
343	106	72
252	64	70
188	60	57
234	90	39
234	90	62
192	75	46
209	43	39
107	35	43
123	46	68
120	45	70
216	82	57
113	39	54
154	53	64
147	49	33
195	44	35
289	105	44
248	93	32
165	36	60
146	31	39
217	81	72
202	42	52
288	101	67
258	53	49
149	50	60
210	69	37
182	53	68
142	29	42
124	44	24
187	60	48
168	38	47
279	70	30
323	91	32
292	65	37
285	92	72
300	110	39
220	83	52
193	59	62
145	34	62
338	109	31
166	53	33
334	89	33
267	60	63
315	111	22
192	74	44
247	84	64
143	56	37
318	123	33
220	54	73
270	60	33
134	50	48
191	41	69
