200	4
0	0	0
246	94	36
334	89	47
286	109	26
160	57	38
127	37	58
260	103	27
290	68	24
150	35	48
150	58	64
152	52	45
320	118	51
226	89	73
187	65	55
142	50	54
305	64	50
210	60	59
137	45	34
134	49	43
114	33	31
297	95	71
286	97	22
259	60	41
130	27	22
277	96	71
127	35	31
282	59	29
130	47	62
245	58	53
181	68	33
211	53	61
302	93	63
210	52	33
340	78	51
326	117	41
202	53	48
339	94	24
143	29	62
316	80	59
182	51	40
257	73	44
234	56	32
328	70	44
205	65	23
286	65	51
167	54	68
221	59	42
156	55	40
164	63	70
249	91	27
106	37	48
250	78	29
243	71	22
245	62	45
242	84	73
306	101	66
218	74	42
309	115	25
251	56	33
265	99	74
225	50	24
161	55	31
287	93	30
117	25	50
180	65	59
276	106	25
217	83	52
195	58	39
316	72	43
315	86	35
121	37	39
204	79	43
177	42	46
251	54	62
272	90	32
106	29	20
147	41	30
178	45	56
181	69	55
191	73	41
233	52	59
120	45	21
158	58	42
282	91	39
221	70	34
185	44	48
190	43	33
333	117	20
107	29	54
184	48	62
225	79	21
260	97	36
183	51	62
219	48	54
249	96	32
332	130	66
155	59	46
271	76	45
245	71	61
235	79	62
225	54	37
120	38	68
191	70	56
329	91	59
155	37	20
162	46	37
230	58	30
278	93	51
309	69	48
138	50	72
165	62	56
303	101	28
257	56	46
234	63	45
343	104	32
248	67	32
193	50	51
189	39	64
176	51	22
159	53	58
284	78	36
124	45	45
159	61	49
335	121	38
171	43	27
129	39	70
184	64	26
186	39	60
327	98	47
205	44	62
267	66	46
313	65	36
321	107	45
213	44	62
142	45	22
292	96	20
270	76	20
170	38	29
187	56	23
181	45	50
333	114	72
291	108	73
205	59	51
240	52	56
264	95	24
164	48	41
336	117	50
340	99	47
174	52	27
130	38	48
113	40	21
340	104	67
147	34	52
193	57	30
175	43	23
329	84	57
215	78	20
305	108	57
275	66	32
128	38	72
340	84	42
116	37	72
131	29	43
261	66	50
231	81	43
309	104	74
240	92	71
317	93	68
136	38	27
329	120	31
265	81	69
308	74	47
210	45	22
178	48	51
110	38	34
343	131	50
153	45	73
306	99	21
159	35	33
229	46	54
325	85	49
326	119	27
250	79	56
316	73	35
113	28	72
268	105	38
290	112	25
319	111	26
128	47	31
294	89	27
161	53	28
298	106	43
240	95	61
132	47	33
204	73	24
177	46	69
236	85	21
244	93	37
207	72	54
293	105	47
1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	
1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	
1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
