200	6
0	0	0
270	84	64
212	53	60
317	80	38
169	36	20
297	98	67
261	54	28
331	108	36
266	87	66
139	54	49
273	95	20
224	73	63
152	40	26
264	75	27
208	43	69
256	64	20
295	114	44
314	74	30
293	78	27
157	46	37
173	35	27
187	74	59
334	126	66
171	62	47
155	33	28
243	61	24
318	124	56
281	84	71
124	35	43
131	35	70
149	44	63
231	55	29
278	67	43
140	30	49
320	64	35
158	49	73
224	59	68
328	77	40
175	44	57
316	73	35
130	26	49
269	96	64
195	67	60
110	23	42
167	40	47
204	74	36
271	64	74
161	43	30
148	46	31
153	41	70
177	40	65
257	76	39
193	38	59
222	50	29
177	49	47
324	92	23
203	63	44
304	117	66
239	86	47
329	85	55
190	55	22
235	82	30
218	48	34
197	40	49
157	38	52
211	51	29
230	47	62
123	37	71
315	110	26
276	88	40
217	55	49
274	66	59
175	54	37
325	77	29
253	82	57
343	103	38
180	69	57
147	43	25
279	104	74
258	90	33
318	74	30
115	33	27
145	45	40
306	74	31
197	55	52
291	74	52
339	87	47
215	62	50
140	42	50
141	43	38
118	39	37
171	43	53
329	125	33
319	76	72
323	84	31
293	86	68
327	71	37
223	68	25
320	104	69
183	48	69
277	102	32
175	36	27
299	64	33
284	83	58
296	65	25
139	32	42
156	37	74
313	67	35
225	59	70
201	70	56
141	49	39
209	73	67
124	38	35
339	83	49
311	72	35
124	25	29
189	51	52
150	39	63
184	66	63
237	69	44
138	29	54
164	46	55
300	62	60
113	28	38
293	89	70
168	42	53
135	31	48
232	80	33
263	71	68
106	27	54
222	74	72
155	61	29
341	109	27
344	128	73
152	55	42
289	71	73
302	95	25
323	73	41
142	51	61
191	68	52
125	33	37
178	47	32
164	51	61
191	57	43
179	58	29
118	40	33
271	64	21
112	26	26
307	92	44
254	52	59
202	66	32
334	109	74
192	48	21
122	42	23
209	68	51
125	26	57
199	53	71
263	99	57
153	41	44
106	24	34
311	65	64
260	93	62
160	46	31
109	39	42
171	56	70
200	45	46
292	62	23
168	49	53
275	86	27
129	36	51
182	56	50
343	74	58
233	75	55
260	98	65
212	74	64
181	60	56
198	46	23
214	66	20
136	44	36
278	86	25
268	89	32
153	47	21
315	108	69
309	83	69
335	74	38
241	94	63
175	64	70
194	76	30
255	66	71
285	87	69
319	63	35
325	118	70
173	44	74
179	56	70
199	51	50
130	37	68
201	41	74
218	84	36
155	46	70
248	56	57
1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	
