200	4
0	0	0
300	70	70
338	112	48
257	81	48
237	71	65
260	90	42
344	97	33
313	95	52
338	101	69
337	70	72
272	81	34
287	103	45
222	66	55
134	31	30
309	75	46
222	81	52
135	44	58
250	94	36
273	74	46
158	62	23
144	39	37
130	28	70
207	65	39
115	25	68
319	115	47
118	31	63
245	95	23
187	67	37
151	30	37
271	66	38
157	49	42
203	62	30
150	30	40
314	100	60
159	36	32
199	45	23
287	114	55
246	86	54
333	88	43
295	89	56
106	39	60
223	54	45
272	69	43
141	55	56
282	58	69
251	52	50
134	29	37
293	72	30
213	80	49
294	108	24
271	85	61
308	107	58
179	49	61
143	44	31
226	69	58
226	58	31
241	82	43
164	33	60
178	45	44
154	39	72
146	43	62
340	122	65
108	36	26
233	48	32
119	28	52
328	118	40
215	78	73
275	79	32
306	69	34
289	58	63
341	131	72
279	79	38
106	27	34
238	94	36
148	48	35
134	43	26
234	60	33
155	61	70
187	52	33
268	102	34
237	73	34
239	55	56
306	119	46
341	81	23
221	63	22
297	84	67
276	103	42
129	46	71
169	52	67
260	74	32
113	37	47
119	37	20
178	60	69
298	93	37
244	77	32
260	84	42
330	99	68
319	109	30
160	35	38
210	49	64
314	119	38
225	76	21
117	42	31
164	53	35
259	99	27
265	54	54
292	116	59
146	29	65
130	40	29
214	43	53
276	110	32
132	28	24
138	41	69
160	53	39
232	83	65
143	44	55
131	48	48
336	79	64
204	67	68
201	40	36
283	108	68
177	64	42
171	44	71
119	31	39
154	52	36
308	104	21
275	64	41
119	35	33
249	71	23
267	93	66
113	35	66
315	75	37
141	43	41
265	71	22
192	75	66
155	53	53
110	32	39
113	24	71
219	71	26
241	76	55
294	75	72
207	64	51
131	50	38
244	59	23
216	84	27
122	31	39
113	28	26
149	48	61
144	48	61
297	79	41
262	84	41
218	44	46
190	66	69
132	40	69
241	69	24
113	25	22
228	74	57
293	65	26
122	46	69
204	75	73
242	94	68
223	81	48
225	75	41
207	80	24
113	30	23
108	41	60
287	61	20
211	75	58
313	102	37
169	43	22
325	72	53
183	66	32
317	79	39
188	50	22
299	116	37
140	38	67
256	80	58
265	80	69
239	49	38
337	72	53
239	83	22
290	100	57
122	38	24
233	82	21
134	29	30
329	66	26
170	66	67
237	47	69
239	53	36
141	33	37
175	40	56
