200	8
0	0	0
213	63	67
143	29	57
236	67	50
183	58	59
178	38	35
228	64	72
300	101	35
243	82	66
165	54	42
108	31	68
339	72	33
288	97	33
123	38	43
209	50	59
115	37	33
183	46	39
185	56	43
289	68	57
187	58	46
114	31	30
265	74	25
293	116	63
295	64	44
189	59	65
184	54	47
320	89	33
106	41	21
190	38	64
188	58	24
275	66	35
177	46	44
271	98	44
286	91	26
344	73	54
227	81	32
192	55	48
263	98	72
239	67	44
200	45	57
324	124	59
295	61	51
247	74	36
160	58	59
263	69	67
269	75	57
114	23	21
235	85	72
221	81	63
177	58	34
157	34	37
226	54	67
342	73	59
217	48	47
186	58	58
138	39	58
207	53	41
136	54	24
125	47	45
143	34	49
276	100	49
301	103	53
215	66	23
252	77	66
276	110	58
173	50	25
133	36	56
164	55	56
319	125	51
234	60	30
294	103	72
306	63	40
278	110	59
167	35	32
229	84	56
230	67	35
152	51	53
124	41	61
328	108	74
277	109	31
312	102	40
250	74	37
190	71	33
189	38	40
169	43	31
278	72	23
139	40	51
127	47	22
332	113	56
206	73	55
270	63	60
163	44	40
187	50	25
187	57	35
269	59	30
336	75	62
261	66	50
145	30	44
205	62	53
239	75	20
165	43	45
313	111	60
289	83	54
126	31	47
258	74	72
300	104	51
137	45	52
246	82	33
170	49	39
176	57	45
141	45	63
240	69	34
126	28	46
142	51	57
229	54	31
212	84	50
145	38	69
152	44	70
255	65	73
278	103	40
343	123	62
283	110	42
201	61	59
202	67	34
318	64	70
326	119	67
272	98	53
147	34	22
285	99	63
338	109	58
282	103	54
314	112	51
280	69	33
277	93	36
152	51	23
313	80	72
115	35	33
226	63	70
280	62	25
305	102	55
270	79	64
333	121	45
213	52	59
322	92	40
284	60	42
258	102	43
252	93	34
327	126	55
277	93	38
203	76	60
213	73	73
344	83	74
127	44	30
180	65	61
151	30	20
184	61	53
307	109	25
265	91	36
297	70	65
331	88	29
259	62	26
191	50	39
319	127	56
143	51	58
155	43	74
243	71	49
274	105	31
201	76	72
225	52	60
253	81	21
338	82	52
219	74	43
340	114	27
153	34	24
204	66	61
210	75	37
141	40	22
312	74	49
290	101	40
220	86	66
343	114	31
135	27	52
120	30	59
124	38	51
155	40	59
308	82	55
173	62	41
251	78	52
116	44	47
247	76	49
217	44	64
135	39	46
328	130	37
270	85	40
245	89	48
221	49	43
223	84	29
204	65	24
325	88	67
125	42	35
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
