10	6
0	0	0
142	41	66
252	87	32
291	60	44
126	41	68
177	53	36
199	40	74
222	76	27
340	92	70
274	104	70
1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	
0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	
0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	
1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	
1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	
1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	
0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	
0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	
